subfigure	H	domain	xmin	density
B	Loops	Bacteria	1.44857142857143	0.000830030667980186
B	Loops	Bacteria	1.45971428571429	0.000901457579868923
B	Loops	Bacteria	1.47085714285714	0.00106825254378957
B	Loops	Bacteria	1.482	0.000990091652607912
B	Loops	Bacteria	1.49314285714286	0.00120697736467283
B	Loops	Bacteria	1.50428571428571	0.00142154229723516
B	Loops	Bacteria	1.51542857142857	0.00165480706051118
B	Loops	Bacteria	1.52657142857143	0.00362005400050586
B	Loops	Bacteria	1.53771428571429	0.00320901233341958
B	Loops	Bacteria	1.54885714285714	0.00359650564871211
B	Loops	Bacteria	1.56	0.00145749476216069
B	Loops	Bacteria	1.57114285714286	0.00181398776823109
B	Loops	Bacteria	1.58228571428571	0.00136141626884706
B	Loops	Bacteria	1.59342857142857	0.00151910841087829
B	Loops	Bacteria	1.60457142857143	0.00157562740746064
B	Loops	Bacteria	1.61571428571429	0.00153528291012233
B	Loops	Bacteria	1.62685714285714	0.00174797681849648
B	Loops	Bacteria	1.638	0.00197343328204212
B	Loops	Bacteria	1.64914285714286	0.00178879166338759
B	Loops	Bacteria	1.66028571428571	0.00192761945641354
B	Loops	Bacteria	1.67142857142857	0.00227836917757976
B	Loops	Bacteria	1.68257142857143	0.00231647913642581
B	Loops	Bacteria	1.69371428571429	0.00232664684314171
B	Loops	Bacteria	1.70485714285714	0.00253141434874003
B	Loops	Bacteria	1.716	0.00248390054344645
B	Loops	Bacteria	1.72714285714286	0.002845847653932
B	Loops	Bacteria	1.73828571428571	0.0036715187760381
B	Loops	Bacteria	1.74942857142857	0.00644809913683868
B	Loops	Bacteria	1.76057142857143	0.00722989217528908
B	Loops	Bacteria	1.77171428571429	0.00740924227757681
B	Loops	Bacteria	1.78285714285714	0.00598422918038928
B	Loops	Bacteria	1.794	0.00624314986241633
B	Loops	Bacteria	1.80514285714286	0.00549174819555118
B	Loops	Bacteria	1.81628571428571	0.00596749164573827
B	Loops	Bacteria	1.82742857142857	0.005923150933789
B	Loops	Bacteria	1.83857142857143	0.00612840719567808
B	Loops	Bacteria	1.84971428571429	0.00693405853023186
B	Loops	Bacteria	1.86085714285714	0.00764384386469675
B	Loops	Bacteria	1.872	0.00786121351735398
B	Loops	Bacteria	1.88314285714286	0.00950963368783088
B	Loops	Bacteria	1.89428571428571	0.010405518153311
B	Loops	Bacteria	1.90542857142857	0.0100643690207654
B	Loops	Bacteria	1.91657142857143	0.00942449356585439
B	Loops	Bacteria	1.92771428571429	0.0107253247571715
B	Loops	Bacteria	1.93885714285714	0.010793257587156
B	Loops	Bacteria	1.95	0.00985400685708461
B	Loops	Bacteria	1.96114285714286	0.00807933386363846
B	Loops	Bacteria	1.97228571428571	0.00754246917534355
B	Loops	Bacteria	1.98342857142857	0.00738623748109916
B	Loops	Bacteria	1.99457142857143	0.00777097064707152
B	Loops	Bacteria	2.00571428571429	0.00966135297874396
B	Loops	Bacteria	2.01685714285714	0.0105743854349776
B	Loops	Bacteria	2.028	0.0129380073775595
B	Loops	Bacteria	2.03914285714286	0.0137030863928895
B	Loops	Bacteria	2.05028571428571	0.0143301922659163
B	Loops	Bacteria	2.06142857142857	0.0141054612924687
B	Loops	Bacteria	2.07257142857143	0.0128280836344693
B	Loops	Bacteria	2.08371428571429	0.0120486110859959
B	Loops	Bacteria	2.09485714285714	0.0107187291882871
B	Loops	Bacteria	2.106	0.0112677056306465
B	Loops	Bacteria	2.11714285714286	0.0125918944474228
B	Loops	Bacteria	2.12828571428571	0.0137032606506405
B	Loops	Bacteria	2.13942857142857	0.0171141319029829
B	Loops	Bacteria	2.15057142857143	0.0147112347140013
B	Loops	Bacteria	2.16171428571429	0.0152546919736155
B	Loops	Bacteria	2.17285714285714	0.0148729787795706
B	Loops	Bacteria	2.184	0.0149289106958352
B	Loops	Bacteria	2.19514285714286	0.0145581998168237
B	Loops	Bacteria	2.20628571428571	0.0143750513792479
B	Loops	Bacteria	2.21742857142857	0.0148614696065084
B	Loops	Bacteria	2.22857142857143	0.0145203576736323
B	Loops	Bacteria	2.23971428571429	0.0152868634226404
B	Loops	Bacteria	2.25085714285714	0.013536969250372
B	Loops	Bacteria	2.262	0.0128990390750271
B	Loops	Bacteria	2.27314285714286	0.012417108117028
B	Loops	Bacteria	2.28428571428571	0.01289991274101
B	Loops	Bacteria	2.29542857142857	0.0129224648308968
B	Loops	Bacteria	2.30657142857143	0.0132582807737312
B	Loops	Bacteria	2.31771428571429	0.0141057637409342
B	Loops	Bacteria	2.32885714285714	0.0134939720126697
B	Loops	Bacteria	2.34	0.0123855021805118
B	Loops	Bacteria	2.35114285714286	0.0112307191288669
B	Loops	Bacteria	2.36228571428571	0.0112477684775572
B	Loops	Bacteria	2.37342857142857	0.0107740508605677
B	Loops	Bacteria	2.38457142857143	0.0105690966069134
B	Loops	Bacteria	2.39571428571429	0.0104759047342323
B	Loops	Bacteria	2.40685714285714	0.0106293326929163
B	Loops	Bacteria	2.418	0.0101520128634318
B	Loops	Bacteria	2.42914285714286	0.0100577029802572
B	Loops	Bacteria	2.44028571428571	0.00952869017919703
B	Loops	Bacteria	2.45142857142857	0.0095747147001149
B	Loops	Bacteria	2.46257142857143	0.00995908969942952
B	Loops	Bacteria	2.47371428571429	0.0100718788856306
B	Loops	Bacteria	2.48485714285714	0.0111149450164417
B	Loops	Bacteria	2.496	0.0112613518383709
B	Loops	Bacteria	2.50714285714286	0.0105787561651044
B	Loops	Bacteria	2.51828571428571	0.0104242049386902
B	Loops	Bacteria	2.52942857142857	0.00995460717261285
B	Loops	Bacteria	2.54057142857143	0.00968178864842157
B	Loops	Bacteria	2.55171428571429	0.009256942636897
B	Loops	Bacteria	2.56285714285714	0.00899766516913219
B	Loops	Bacteria	2.574	0.00880486340545608
B	Loops	Bacteria	2.58514285714286	0.0082716589849827
B	Loops	Bacteria	2.59628571428571	0.00787496156144047
B	Loops	Bacteria	2.60742857142857	0.00786578101288386
B	Loops	Bacteria	2.61857142857143	0.00736448868177668
B	Loops	Bacteria	2.62971428571429	0.00732519583941046
B	Loops	Bacteria	2.64085714285714	0.00693080705405048
B	Loops	Bacteria	2.652	0.0066009911478698
B	Loops	Bacteria	2.66314285714286	0.00599760966059695
B	Loops	Bacteria	2.67428571428571	0.00550937020590615
B	Loops	Bacteria	2.68542857142857	0.00486583033154095
B	Loops	Bacteria	2.69657142857143	0.00437254690885934
B	Loops	Bacteria	2.70771428571429	0.00406989838404731
B	Loops	Bacteria	2.71885714285714	0.00363893915339024
B	Loops	Bacteria	2.73	0.00315738297015553
B	Loops	Bacteria	2.74114285714286	0.00281725098858211
B	Loops	Bacteria	2.75228571428571	0.00242292750196871
B	Loops	Bacteria	2.76342857142857	0.00219009832550697
B	Loops	Bacteria	2.77457142857143	0.00194220832874559
B	Loops	Bacteria	2.78571428571429	0.00181941124113759
B	Loops	Bacteria	2.79685714285714	0.00170176158196953
B	Loops	Bacteria	2.808	0.00148483994759013
B	Loops	Bacteria	2.81914285714286	0.00156790703039639
B	Loops	Bacteria	2.83028571428571	0.00135457356438337
B	Loops	Bacteria	2.84142857142857	0.00121564087836951
B	Loops	Bacteria	2.85257142857143	0.00111355311603197
B	Loops	Bacteria	2.86371428571429	0.000997284745914426
B	Loops	Bacteria	2.87485714285714	0.000900243105380098
B	Loops	Bacteria	2.886	0.000936939229635434
B	Loops	Bacteria	2.89714285714286	0.000866533695615371
B	Loops	Bacteria	2.90828571428571	0.000756270889284959
B	Loops	Bacteria	2.91942857142857	0.000674343767524682
B	Loops	Bacteria	2.93057142857143	0.000648941103068745
B	Loops	Bacteria	2.94171428571429	0.000607869470911514
B	Loops	Bacteria	2.95285714285714	0.000529600306150893
B	Loops	Bacteria	2.964	0.000458378401873789
B	Loops	Bacteria	2.97514285714286	0.000397910716408985
B	Loops	Bacteria	2.98628571428571	0.000346932718632009
B	Loops	Bacteria	2.99742857142857	0.00030826075508793
B	Loops	Bacteria	3.00857142857143	0.000260454123366327
B	Loops	Bacteria	3.01971428571429	0.000219518201434704
B	Loops	Bacteria	3.03085714285714	0.000179937946189854
B	Loops	Bacteria	3.042	0.00012324421657099
B	Loops	Bacteria	3.05314285714286	0.000114238818670998
B	Loops	Bacteria	3.06428571428571	0.000107725106744312
B	Loops	Bacteria	3.07542857142857	7.46960536620061e-05
B	Loops	Bacteria	3.08657142857143	4.40799798950585e-05
B	Loops	Bacteria	3.09771428571429	3.36576277852949e-05
B	Loops	Bacteria	3.10885714285714	3.32551354523197e-05
B	Loops	Bacteria	3.12	2.10547506493815e-05
B	Loops	Bacteria	3.13114285714286	1.03639409417096e-05
B	Loops	Bacteria	3.14228571428571	5.16801739476727e-06
B	Loops	Bacteria	3.15342857142857	3.09814621940154e-06
B	Loops	Bacteria	3.16457142857143	2.46499291485381e-06
B	Loops	Bacteria	3.17571428571429	1.75683437440253e-06
B	Loops	Bacteria	3.18685714285714	1.5123553009961e-06
B	Loops	Bacteria	3.198	1.47587613070763e-06
B	Loops	Bacteria	3.20914285714286	1.37454943464622e-06
B	Loops	Bacteria	3.22028571428571	2.0085100291928e-06
B	Loops	Bacteria	3.23142857142857	3.50537653831048e-06
B	Loops	Bacteria	3.24257142857143	6.18101891623723e-06
B	Loops	Bacteria	3.25371428571429	7.31586158212144e-06
B	Loops	Bacteria	3.26485714285714	8.02111287954368e-06
B	Loops	Bacteria	3.276	7.70270922954741e-06
B	Loops	Bacteria	3.28714285714286	6.76023718304946e-06
B	Loops	Bacteria	3.29828571428571	3.44092242807456e-06
B	Loops	Bacteria	3.30942857142857	1.83057364281384e-06
B	Loops	Bacteria	3.32057142857143	6.55805932447549e-07
B	Loops	Bacteria	3.33171428571429	3.25524981102168e-07
B	Loops	Bacteria	3.34285714285714	8.18725358068949e-08
B	Loops	Bacteria	3.354	8.52957371489268e-09
B	Loops	Bacteria	3.36514285714286	2.73827298990845e-08
B	Loops	Bacteria	3.37628571428571	2.11422810595679e-08
B	Loops	Bacteria	3.38742857142857	1.35553143495699e-08
B	Loops	Bacteria	3.39857142857143	4.03903745905646e-08
B	Loops	Bacteria	3.40971428571429	2.09956089143626e-08
B	Loops	Bacteria	3.42085714285714	3.24923253529992e-08
B	Loops	Bacteria	3.432	5.31470706600948e-08
B	Loops	Bacteria	3.44314285714286	5.90636497310272e-08
B	Loops	Bacteria	3.45428571428571	7.66227829060481e-08
B	Loops	Bacteria	3.46542857142857	1.2264116302552e-06
B	Loops	Bacteria	3.47657142857143	1.59476760949968e-06
B	Loops	Bacteria	3.48771428571429	2.11206986207817e-06
B	Loops	Bacteria	3.49885714285714	2.14405908201626e-06
B	Loops	Bacteria	3.51	5.44027029389098e-07
B	Loops	Bacteria	3.52114285714286	2.45385212149408e-08
B	Loops	Bacteria	3.53228571428571	1.13158760724032e-08
B	Loops	Bacteria	3.54342857142857	8.07330843359284e-09
B	Loops	Bacteria	3.55457142857143	1.39996777231601e-08
B	Loops	Bacteria	3.56571428571429	8.14511310705208e-10
B	Loops	Bacteria	3.57685714285714	4.18279002380068e-10
B	Loops	Bacteria	3.588	4.99896531026135e-09
B	Loops	Bacteria	3.59914285714286	1.00890725813646e-08
B	Loops	Bacteria	3.61028571428571	2.79113180835828e-09
B	Loops	Bacteria	3.62142857142857	0
B	Loops	Bacteria	3.63257142857143	9.28550612902249e-09
B	Loops	Bacteria	3.64371428571429	1.34396756448614e-09
B	Loops	Bacteria	3.65485714285714	5.90237654958082e-09
B	Loops	Bacteria	3.666	6.80674474846448e-09
B	Loops	Bacteria	3.67714285714286	1.68222268449702e-08
B	Loops	Bacteria	3.68828571428571	8.36558004760137e-10
B	Loops	Bacteria	3.69942857142857	0
B	Loops	Bacteria	3.71057142857143	4.18279002380068e-10
B	Loops	Eukaryota	0	0.00219660473650745
B	Loops	Eukaryota	0.0111428571428571	6.8077034260601e-07
B	Loops	Eukaryota	0.0222857142857143	8.32130165047104e-06
B	Loops	Eukaryota	0.0334285714285714	5.51912443918836e-05
B	Loops	Eukaryota	0.0445714285714286	0.000320355758733694
B	Loops	Eukaryota	0.0557142857142857	0.000735972882780798
B	Loops	Eukaryota	0.0668571428571429	8.07586031366415e-06
B	Loops	Eukaryota	0.078	6.90822943575658e-05
B	Loops	Eukaryota	0.0891428571428571	7.44785710887876e-05
B	Loops	Eukaryota	0.100285714285714	0.000303185977647727
B	Loops	Eukaryota	0.111428571428571	7.43529342878884e-05
B	Loops	Eukaryota	0.122571428571429	0.000576730358952813
B	Loops	Eukaryota	0.133714285714286	4.86216480075046e-05
B	Loops	Eukaryota	0.144857142857143	5.43044037256259e-05
B	Loops	Eukaryota	0.156	0.000378648055995818
B	Loops	Eukaryota	0.167142857142857	7.89239109769349e-05
B	Loops	Eukaryota	0.178285714285714	0.000202556144269419
B	Loops	Eukaryota	0.189428571428571	9.2703434129708e-05
B	Loops	Eukaryota	0.200571428571429	0.000324472573268849
B	Loops	Eukaryota	0.211714285714286	0.000180484225560701
B	Loops	Eukaryota	0.222857142857143	3.72624268745934e-05
B	Loops	Eukaryota	0.234	5.75904272763991e-05
B	Loops	Eukaryota	0.245142857142857	0.0003916880497395
B	Loops	Eukaryota	0.256285714285714	0.000137501631192585
B	Loops	Eukaryota	0.267428571428571	7.83585705067478e-05
B	Loops	Eukaryota	0.278571428571429	3.53036258389772e-05
B	Loops	Eukaryota	0.289714285714286	0.000153537034692387
B	Loops	Eukaryota	0.300857142857143	6.28359355331983e-05
B	Loops	Eukaryota	0.312	7.76206015588116e-05
B	Loops	Eukaryota	0.323142857142857	0.000179677033194275
B	Loops	Eukaryota	0.334285714285714	1.65580489196929e-05
B	Loops	Eukaryota	0.345428571428571	7.07353379661394e-05
B	Loops	Eukaryota	0.356571428571429	2.12704114040326e-05
B	Loops	Eukaryota	0.367714285714286	6.3810445784988e-05
B	Loops	Eukaryota	0.378857142857143	4.06773701728561e-05
B	Loops	Eukaryota	0.39	7.96249599542909e-05
B	Loops	Eukaryota	0.401142857142857	7.39512339098249e-05
B	Loops	Eukaryota	0.412285714285714	2.75131374559469e-05
B	Loops	Eukaryota	0.423428571428571	2.93640199393834e-05
B	Loops	Eukaryota	0.434571428571429	5.50056367972279e-05
B	Loops	Eukaryota	0.445714285714286	7.33022906173776e-05
B	Loops	Eukaryota	0.456857142857143	3.4138063915243e-05
B	Loops	Eukaryota	0.468	9.35181182584621e-05
B	Loops	Eukaryota	0.479142857142857	0.000105827124857285
B	Loops	Eukaryota	0.490285714285714	0.000138054071834221
B	Loops	Eukaryota	0.501428571428571	3.78462769165116e-05
B	Loops	Eukaryota	0.512571428571429	5.11040358982686e-05
B	Loops	Eukaryota	0.523714285714286	9.63399703461063e-05
B	Loops	Eukaryota	0.534857142857143	0.000118211936474236
B	Loops	Eukaryota	0.546	0.000101058845854299
B	Loops	Eukaryota	0.557142857142857	0.000137270987948102
B	Loops	Eukaryota	0.568285714285714	7.73208992189172e-05
B	Loops	Eukaryota	0.579428571428571	8.18923083142522e-05
B	Loops	Eukaryota	0.590571428571429	0.000128699788307532
B	Loops	Eukaryota	0.601714285714286	6.37253594026113e-05
B	Loops	Eukaryota	0.612857142857143	0.000164878503299431
B	Loops	Eukaryota	0.624	9.37669616975382e-05
B	Loops	Eukaryota	0.635142857142857	4.44336696029727e-05
B	Loops	Eukaryota	0.646285714285714	0.000175894301709268
B	Loops	Eukaryota	0.657428571428572	7.58980050786338e-05
B	Loops	Eukaryota	0.668571428571429	5.97311299673576e-05
B	Loops	Eukaryota	0.679714285714286	9.99082438479317e-05
B	Loops	Eukaryota	0.690857142857143	4.55999259128311e-05
B	Loops	Eukaryota	0.702	7.1539339198231e-05
B	Loops	Eukaryota	0.713142857142857	9.44973472715947e-05
B	Loops	Eukaryota	0.724285714285714	6.62786250910344e-05
B	Loops	Eukaryota	0.735428571428571	0.000178332395250486
B	Loops	Eukaryota	0.746571428571429	0.000113909608778636
B	Loops	Eukaryota	0.757714285714286	8.62954159771566e-05
B	Loops	Eukaryota	0.768857142857143	8.96777782692877e-05
B	Loops	Eukaryota	0.78	0.000100094696914279
B	Loops	Eukaryota	0.791142857142857	0.000113619908530652
B	Loops	Eukaryota	0.802285714285714	9.37901222469211e-05
B	Loops	Eukaryota	0.813428571428571	0.000236898830088399
B	Loops	Eukaryota	0.824571428571429	0.000102492855415342
B	Loops	Eukaryota	0.835714285714286	0.000261744062783726
B	Loops	Eukaryota	0.846857142857143	0.000208430620691681
B	Loops	Eukaryota	0.858	8.95828764198097e-05
B	Loops	Eukaryota	0.869142857142857	0.000169608087048485
B	Loops	Eukaryota	0.880285714285714	0.000232007459562935
B	Loops	Eukaryota	0.891428571428572	0.000174565451903009
B	Loops	Eukaryota	0.902571428571429	0.000229026690353994
B	Loops	Eukaryota	0.913714285714286	0.000108567362543691
B	Loops	Eukaryota	0.924857142857143	0.000240960946753235
B	Loops	Eukaryota	0.936	0.000223094739307041
B	Loops	Eukaryota	0.947142857142857	0.000212090213710087
B	Loops	Eukaryota	0.958285714285714	0.000207747927721853
B	Loops	Eukaryota	0.969428571428571	0.000131314850913427
B	Loops	Eukaryota	0.980571428571429	0.000152956698921749
B	Loops	Eukaryota	0.991714285714286	0.000395066087087933
B	Loops	Eukaryota	1.00285714285714	6.2217705946177e-05
B	Loops	Eukaryota	1.014	0.000173860393859703
B	Loops	Eukaryota	1.02514285714286	0.000254547493743902
B	Loops	Eukaryota	1.03628571428571	0.000321483652505427
B	Loops	Eukaryota	1.04742857142857	0.000340842755072781
B	Loops	Eukaryota	1.05857142857143	0.000385822741135387
B	Loops	Eukaryota	1.06971428571429	0.000379688804923607
B	Loops	Eukaryota	1.08085714285714	0.000456227963459822
B	Loops	Eukaryota	1.092	0.000494786472305949
B	Loops	Eukaryota	1.10314285714286	0.000558734195801473
B	Loops	Eukaryota	1.11428571428571	0.000760477920488558
B	Loops	Eukaryota	1.12542857142857	0.000449182934459207
B	Loops	Eukaryota	1.13657142857143	0.000659432195098351
B	Loops	Eukaryota	1.14771428571429	0.000572768312741883
B	Loops	Eukaryota	1.15885714285714	0.00058934574300982
B	Loops	Eukaryota	1.17	0.0007420822545373
B	Loops	Eukaryota	1.18114285714286	0.000734696326894239
B	Loops	Eukaryota	1.19228571428571	0.000809540517993699
B	Loops	Eukaryota	1.20342857142857	0.000933652536382837
B	Loops	Eukaryota	1.21457142857143	0.000696157664203495
B	Loops	Eukaryota	1.22571428571429	0.00092042608048861
B	Loops	Eukaryota	1.23685714285714	0.000668168334558606
B	Loops	Eukaryota	1.248	0.000896978524500685
B	Loops	Eukaryota	1.25914285714286	0.000836567034545175
B	Loops	Eukaryota	1.27028571428571	0.000964319702639931
B	Loops	Eukaryota	1.28142857142857	0.000796603420464802
B	Loops	Eukaryota	1.29257142857143	0.000969778005772239
B	Loops	Eukaryota	1.30371428571429	0.000895631780420743
B	Loops	Eukaryota	1.31485714285714	0.000779022351219622
B	Loops	Eukaryota	1.326	0.00105873570037633
B	Loops	Eukaryota	1.33714285714286	0.000999368011711283
B	Loops	Eukaryota	1.34828571428571	0.00160483704143469
B	Loops	Eukaryota	1.35942857142857	0.00216197011857553
B	Loops	Eukaryota	1.37057142857143	0.00283513596923201
B	Loops	Eukaryota	1.38171428571429	0.00317430004367223
B	Loops	Eukaryota	1.39285714285714	0.00413686537819944
B	Loops	Eukaryota	1.404	0.00168926999725031
B	Loops	Eukaryota	1.41514285714286	0.00135719103225307
B	Loops	Eukaryota	1.42628571428571	0.00104216410260435
B	Loops	Eukaryota	1.43742857142857	0.00111456207741115
B	Loops	Eukaryota	1.44857142857143	0.000840861893707592
B	Loops	Eukaryota	1.45971428571429	0.000996845445434582
B	Loops	Eukaryota	1.47085714285714	0.00110438650930402
B	Loops	Eukaryota	1.482	0.000853407495451147
B	Loops	Eukaryota	1.49314285714286	0.000998278496256436
B	Loops	Eukaryota	1.50428571428571	0.000850308400693118
B	Loops	Eukaryota	1.51542857142857	0.000917446986460037
B	Loops	Eukaryota	1.52657142857143	0.000868850096075975
B	Loops	Eukaryota	1.53771428571429	0.000933422277922685
B	Loops	Eukaryota	1.54885714285714	0.00101086059019428
B	Loops	Eukaryota	1.56	0.000894427129420547
B	Loops	Eukaryota	1.57114285714286	0.00103744321591619
B	Loops	Eukaryota	1.58228571428571	0.00118047249723838
B	Loops	Eukaryota	1.59342857142857	0.00121952631709537
B	Loops	Eukaryota	1.60457142857143	0.00126776907970385
B	Loops	Eukaryota	1.61571428571429	0.00149719372496889
B	Loops	Eukaryota	1.62685714285714	0.00150258766663175
B	Loops	Eukaryota	1.638	0.00165193718584013
B	Loops	Eukaryota	1.64914285714286	0.00188123207410346
B	Loops	Eukaryota	1.66028571428571	0.00202835296857333
B	Loops	Eukaryota	1.67142857142857	0.00206160071061289
B	Loops	Eukaryota	1.68257142857143	0.00202523205195863
B	Loops	Eukaryota	1.69371428571429	0.00218672137966283
B	Loops	Eukaryota	1.70485714285714	0.00214238217799492
B	Loops	Eukaryota	1.716	0.00202060776618236
B	Loops	Eukaryota	1.72714285714286	0.0021070925978499
B	Loops	Eukaryota	1.73828571428571	0.00190701404715794
B	Loops	Eukaryota	1.74942857142857	0.00276066595343158
B	Loops	Eukaryota	1.76057142857143	0.00215842310611551
B	Loops	Eukaryota	1.77171428571429	0.00221447983983662
B	Loops	Eukaryota	1.78285714285714	0.00222284561072735
B	Loops	Eukaryota	1.794	0.00235844419805113
B	Loops	Eukaryota	1.80514285714286	0.0023266822967933
B	Loops	Eukaryota	1.81628571428571	0.00269852422110463
B	Loops	Eukaryota	1.82742857142857	0.00282429556751449
B	Loops	Eukaryota	1.83857142857143	0.00298597895643931
B	Loops	Eukaryota	1.84971428571429	0.00357416751651059
B	Loops	Eukaryota	1.86085714285714	0.00430672289946229
B	Loops	Eukaryota	1.872	0.00514256612499234
B	Loops	Eukaryota	1.88314285714286	0.00488467948722325
B	Loops	Eukaryota	1.89428571428571	0.00425119977219656
B	Loops	Eukaryota	1.90542857142857	0.00317203464485054
B	Loops	Eukaryota	1.91657142857143	0.00288767066847624
B	Loops	Eukaryota	1.92771428571429	0.00272896163570673
B	Loops	Eukaryota	1.93885714285714	0.00268199668083788
B	Loops	Eukaryota	1.95	0.00270231807727778
B	Loops	Eukaryota	1.96114285714286	0.00287435183572268
B	Loops	Eukaryota	1.97228571428571	0.00286076665598359
B	Loops	Eukaryota	1.98342857142857	0.00310681163210279
B	Loops	Eukaryota	1.99457142857143	0.00340244234851815
B	Loops	Eukaryota	2.00571428571429	0.00329456354871153
B	Loops	Eukaryota	2.01685714285714	0.00374529522161082
B	Loops	Eukaryota	2.028	0.0037548339083863
B	Loops	Eukaryota	2.03914285714286	0.00372331189557111
B	Loops	Eukaryota	2.05028571428571	0.00375849966569065
B	Loops	Eukaryota	2.06142857142857	0.00368114857219715
B	Loops	Eukaryota	2.07257142857143	0.00370747122331859
B	Loops	Eukaryota	2.08371428571429	0.00365078184789265
B	Loops	Eukaryota	2.09485714285714	0.00343702916715647
B	Loops	Eukaryota	2.106	0.00339320710522536
B	Loops	Eukaryota	2.11714285714286	0.00336304834288432
B	Loops	Eukaryota	2.12828571428571	0.00356239256070107
B	Loops	Eukaryota	2.13942857142857	0.0035559294979323
B	Loops	Eukaryota	2.15057142857143	0.00371447293757915
B	Loops	Eukaryota	2.16171428571429	0.00382036044232538
B	Loops	Eukaryota	2.17285714285714	0.00458802815022939
B	Loops	Eukaryota	2.184	0.00483835203998974
B	Loops	Eukaryota	2.19514285714286	0.00473452906550918
B	Loops	Eukaryota	2.20628571428571	0.00438878432745183
B	Loops	Eukaryota	2.21742857142857	0.00436638222726917
B	Loops	Eukaryota	2.22857142857143	0.00434523284255888
B	Loops	Eukaryota	2.23971428571429	0.00453176225495126
B	Loops	Eukaryota	2.25085714285714	0.0047931623631542
B	Loops	Eukaryota	2.262	0.00435996046031007
B	Loops	Eukaryota	2.27314285714286	0.00420555616402042
B	Loops	Eukaryota	2.28428571428571	0.00362623120332083
B	Loops	Eukaryota	2.29542857142857	0.00376164905236568
B	Loops	Eukaryota	2.30657142857143	0.00359135779138262
B	Loops	Eukaryota	2.31771428571429	0.00395896490146411
B	Loops	Eukaryota	2.32885714285714	0.00354012115978266
B	Loops	Eukaryota	2.34	0.00386500352033836
B	Loops	Eukaryota	2.35114285714286	0.00350288850252605
B	Loops	Eukaryota	2.36228571428571	0.00368628057861965
B	Loops	Eukaryota	2.37342857142857	0.00362804889784143
B	Loops	Eukaryota	2.38457142857143	0.00344244574935289
B	Loops	Eukaryota	2.39571428571429	0.00304203911012405
B	Loops	Eukaryota	2.40685714285714	0.00303010024381746
B	Loops	Eukaryota	2.418	0.00309701724873121
B	Loops	Eukaryota	2.42914285714286	0.00326433346390409
B	Loops	Eukaryota	2.44028571428571	0.00358663651142829
B	Loops	Eukaryota	2.45142857142857	0.00447600755928795
B	Loops	Eukaryota	2.46257142857143	0.00555547858434298
B	Loops	Eukaryota	2.47371428571429	0.00682834424177784
B	Loops	Eukaryota	2.48485714285714	0.008083664595249
B	Loops	Eukaryota	2.496	0.0108508012169357
B	Loops	Eukaryota	2.50714285714286	0.0125843263384046
B	Loops	Eukaryota	2.51828571428571	0.0153706861859781
B	Loops	Eukaryota	2.52942857142857	0.0170000699019296
B	Loops	Eukaryota	2.54057142857143	0.0191115191423307
B	Loops	Eukaryota	2.55171428571429	0.0225824389249852
B	Loops	Eukaryota	2.56285714285714	0.0265172493260541
B	Loops	Eukaryota	2.574	0.0336157141356694
B	Loops	Eukaryota	2.58514285714286	0.0419974210286426
B	Loops	Eukaryota	2.59628571428571	0.0551828582596345
B	Loops	Eukaryota	2.60742857142857	0.0622357358126835
B	Loops	Eukaryota	2.61857142857143	0.0690369593815283
B	Loops	Eukaryota	2.62971428571429	0.0817692269019271
B	Loops	Eukaryota	2.64085714285714	0.0582195231350043
B	Loops	Eukaryota	2.652	0.0487759310539173
B	Loops	Eukaryota	2.66314285714286	0.0236788320050469
B	Loops	Eukaryota	2.67428571428571	0.0150790485142165
B	Loops	Eukaryota	2.68542857142857	0.00711414365261449
B	Loops	Eukaryota	2.69657142857143	0.00458480813783015
B	Loops	Eukaryota	2.70771428571429	0.00329182070745954
B	Loops	Eukaryota	2.71885714285714	0.00253910313330341
B	Loops	Eukaryota	2.73	0.00205277392575889
B	Loops	Eukaryota	2.74114285714286	0.00165351224152335
B	Loops	Eukaryota	2.75228571428571	0.00158099486390746
B	Loops	Eukaryota	2.76342857142857	0.00184910897708211
B	Loops	Eukaryota	2.77457142857143	0.00212848976976596
B	Loops	Eukaryota	2.78571428571429	0.0023868330110507
B	Loops	Eukaryota	2.79685714285714	0.00227838096078182
B	Loops	Eukaryota	2.808	0.00197538013458788
B	Loops	Eukaryota	2.81914285714286	0.00148310847806652
B	Loops	Eukaryota	2.83028571428571	0.00105305217926953
B	Loops	Eukaryota	2.84142857142857	0.000798898491043774
B	Loops	Eukaryota	2.85257142857143	0.000732148649671009
B	Loops	Eukaryota	2.86371428571429	0.000723470134207369
B	Loops	Eukaryota	2.87485714285714	0.000711368774323098
B	Loops	Eukaryota	2.886	0.000690762721667947
B	Loops	Eukaryota	2.89714285714286	0.000656998558286162
B	Loops	Eukaryota	2.90828571428571	0.000622131818638943
B	Loops	Eukaryota	2.91942857142857	0.000743685222915478
B	Loops	Eukaryota	2.93057142857143	0.000966418584245354
B	Loops	Eukaryota	2.94171428571429	0.00114965722770332
B	Loops	Eukaryota	2.95285714285714	0.00109520224485701
B	Loops	Eukaryota	2.964	0.000726755127205937
B	Loops	Eukaryota	2.97514285714286	0.000426572209298464
B	Loops	Eukaryota	2.98628571428571	0.000321267703507565
B	Loops	Eukaryota	2.99742857142857	0.000307733958837112
B	Loops	Eukaryota	3.00857142857143	0.000250939726537815
