bucket,multicell,freq,weighted,h,meas
31,t,5148,3.863668262253507624099034,1,maxrep
32,f,2598,2.839992382324033928527022,1,maxrep
32,t,5819,18.138478107069802208228761,1,maxrep
33,f,2559,0.850384925958776047955950,1,maxrep
33,t,4745,4.658016532594679317467173,1,maxrep
34,f,3184,0.899332645981076709532289,1,maxrep
34,t,7219,1.337184176208102105335710,1,maxrep
35,f,2707,0.761422872990298886165285,1,maxrep
35,t,5551,2.505888963647819690514355,1,maxrep
36,f,2963,1.528372478977515725745041,1,maxrep
36,t,6217,1.994073540861771853912469,1,maxrep
37,f,3070,1.242361556994941670709219,1,maxrep
37,t,6900,11.212316861461116734261294,1,maxrep
38,f,3338,1.077248890331564703574553,1,maxrep
38,t,6944,5.317810271211156384245259,1,maxrep
39,f,3641,1.344253145560806808550890,1,maxrep
39,t,6857,24.223254631541318804822146,1,maxrep
40,f,3053,0.706702714545334076628304,1,maxrep
40,t,6538,3.070104219254711231237249,1,maxrep
41,f,3541,1.266401546802662997333527,1,maxrep
41,t,8940,4.243766148008405055926488,1,maxrep
42,f,2672,0.953608648580401035689422,1,maxrep
42,t,6315,20.347338726558298611021260,1,maxrep
43,f,2679,0.505563428279843676633032,1,maxrep
43,t,6499,4.834669757328970621543636,1,maxrep
44,f,2941,0.635642944758913191078341,1,maxrep
44,t,8287,6.794604724979662398718045,1,maxrep
45,f,3099,0.669190695456018457006417,1,maxrep
45,t,8456,14.232623245487838716706906,1,maxrep
46,f,3192,0.953499702114554149167442,1,maxrep
46,t,8023,10.616944617674262533667272,1,maxrep
47,f,3283,0.797226672111155991978454,1,maxrep
47,t,8734,28.940389960832070215615295,1,maxrep
48,f,3352,0.884596161033612465141981,1,maxrep
48,t,9223,17.018962040192126567466975,1,maxrep
49,f,3635,1.012071781874404598400087,1,maxrep
49,t,10003,9.403438444866943449211861,1,maxrep
50,f,3321,1.186812123257547234328889,1,maxrep
50,t,8616,16.088243023033576043610693,1,maxrep
51,f,3975,1.021606099115296143969554,1,maxrep
51,t,10741,20.972570263669449121956372,1,maxrep
52,f,3376,0.813158237307505094426201,1,maxrep
52,t,8449,27.795809037513391805698367,1,maxrep
53,f,4211,0.960207981667644330588198,1,maxrep
53,t,13113,62.651698019249906848166713,1,maxrep
54,f,3580,0.904525034415656506661252,1,maxrep
54,t,9527,19.395377669909094985368831,1,maxrep
55,f,3184,0.633649296558010412378860,1,maxrep
55,t,8708,66.665265993739433010109654,1,maxrep
56,f,5000,1.931532603146736822239116,1,maxrep
56,t,15653,33.642524066393544471134471,1,maxrep
57,f,4152,1.185626452665385087832279,1,maxrep
57,t,11881,28.395836840084545971660126,1,maxrep
58,f,3963,0.861287726094874106087296,1,maxrep
58,t,11814,88.854712828340438285742956,1,maxrep
59,f,4795,2.164753230416241178676767,1,maxrep
59,t,13170,23.926924836900023430932323,1,maxrep
60,f,3970,1.373808371196509646691639,1,maxrep
60,t,13114,59.787771554369513148481980,1,maxrep
61,f,5387,1.837896453238408471482368,1,maxrep
61,t,17431,57.221321116379962601770201,1,maxrep
62,f,4926,1.412970971195518969018177,1,maxrep
62,t,13560,51.059991729999335588403380,1,maxrep
63,f,3948,1.692918107710631681161050,1,maxrep
63,t,13321,49.182053853865712531775742,1,maxrep
64,f,4596,1.674100745181289495709416,1,maxrep
64,t,13588,42.239465641012306119231892,1,maxrep
65,f,4847,1.531307113098413073802607,1,maxrep
65,t,14135,72.413134325845363471358083,1,maxrep
66,f,2919,0.864828960928338421912394,1,maxrep
66,t,9288,21.908667985676746413680707,1,maxrep
67,f,5425,1.994103077290032338671384,1,maxrep
67,t,17018,40.351660346681328446295309,1,maxrep
68,f,4574,1.704344659306062408874100,1,maxrep
68,t,16402,89.717669630966953756250067,1,maxrep
69,f,4775,1.800251373065750773584861,1,maxrep
69,t,16185,28.656408630057935080196323,1,maxrep
70,f,4922,3.185631768281127997914131,1,maxrep
70,t,18437,200.970871531551084592587624,1,maxrep
71,f,5388,3.300399947132971740270665,1,maxrep
71,t,18052,134.413044836038797368497337,1,maxrep
72,f,3685,0.834467404555682064287372,1,maxrep
72,t,11864,19.994847118647091258057980,1,maxrep
73,f,5432,2.443018521176672288004369,1,maxrep
73,t,25699,347.406318973466298153761340,1,maxrep
74,f,5807,2.850294232101856843886060,1,maxrep
74,t,21870,189.975749468633447930962177,1,maxrep
75,f,5511,2.409239759340473205514018,1,maxrep
75,t,20796,436.222826308056134623251591,1,maxrep
76,f,4517,4.100740520584255035113749,1,maxrep
76,t,13825,37.921529810787911672926076,1,maxrep
77,f,6322,4.588101808228525234550936,1,maxrep
77,t,23270,293.899330472564230213834579,1,maxrep
78,f,6409,2.362620641677831146371439,1,maxrep
78,t,22460,326.303757719781900365764165,1,maxrep
79,f,4868,2.723509106372115259939070,1,maxrep
79,t,15417,36.933540699370061964028287,1,maxrep
80,f,6497,3.717488791516633723754774,1,maxrep
80,t,20597,399.696881929845068293462014,1,maxrep
81,f,6212,3.806445929326970360821945,1,maxrep
81,t,19102,199.562097636071288031117925,1,maxrep
82,f,5335,1.979935753373979187391078,1,maxrep
82,t,17788,62.092202886701012645136865,1,maxrep
83,f,6290,2.868835272503770705143694,1,maxrep
83,t,20424,342.204520158263241890967176,1,maxrep
84,f,5712,2.473552809368490592860563,1,maxrep
84,t,18079,42.373603000693012215238781,1,maxrep
85,f,6023,2.767216681537482289745964,1,maxrep
85,t,21131,114.818934048714016000844971,1,maxrep
86,f,5477,1.889024841193548945680296,1,maxrep
86,t,16663,25.656049917770787537228966,1,maxrep
87,f,6745,3.408462184071756067205101,1,maxrep
87,t,22165,136.541080311567919878399942,1,maxrep
88,f,6403,19.171019128549537580967348,1,maxrep
88,t,18434,58.677749923683742298001532,1,maxrep
89,f,7252,9.975984386222178111200592,1,maxrep
89,t,24619,167.746886069981948719429354,1,maxrep
90,f,5257,6.250956927618940571754317,1,maxrep
90,t,15636,46.998534079818216698624680,1,maxrep
91,f,7958,8.927268546701125130127100,1,maxrep
91,t,31846,486.741817857632217350937006,1,maxrep
92,f,7304,4.675249366129711257532881,1,maxrep
92,t,21190,166.724281172544466283489988,1,maxrep
93,f,7999,50.869816520164610797707815,1,maxrep
93,t,26515,308.023489782718120857921849,1,maxrep
94,f,7050,9.572288589916628580080988,1,maxrep
94,t,22701,654.531652698290120020464590,1,maxrep
95,f,8283,6.982453483982443630113980,1,maxrep
95,t,28448,373.305039557705474618078743,1,maxrep
96,f,8070,18.415075075624109310962915,1,maxrep
96,t,33928,517.859819017253112859435509,1,maxrep
97,f,8049,23.334234222454960211151592,1,maxrep
97,t,26671,749.228399879972974996786650,1,maxrep
98,f,7604,14.084065673568060291446662,1,maxrep
98,t,23049,565.832092051478817019217404,1,maxrep
99,f,6423,20.021319581204837440105929,1,maxrep
99,t,19144,161.705828603661482968125714,1,maxrep
100,f,9446,38.100900706490424123755099,1,maxrep
100,t,33014,1075.229508737544577757458541,1,maxrep
101,f,8286,69.322793131803193082161900,1,maxrep
101,t,35520,5552.887747440601480184258375,1,maxrep
102,f,8845,76.886778798295438264283582,1,maxrep
102,t,39311,680.659694502896991850850340,1,maxrep
103,f,8500,30.373193598638589551121234,1,maxrep
103,t,24577,444.638784631785149978002652,1,maxrep
104,f,9039,39.109436460021703210698221,1,maxrep
104,t,24019,331.379149089709433431963380,1,maxrep
105,f,9682,22.246426400235044732141013,1,maxrep
105,t,39743,511.194166389116884812214364,1,maxrep
106,f,8537,12.713070338323514193649424,1,maxrep
106,t,25160,313.643623776535170861801186,1,maxrep
107,f,9112,25.138256312860406434282242,1,maxrep
107,t,25195,290.628896387125097909957639,1,maxrep
108,f,9719,25.379656196512698423024172,1,maxrep
108,t,42689,507.159875137166585322575726,1,maxrep
109,f,9044,12.177450033022134704581395,1,maxrep
109,t,25861,88.198295096357453863193305,1,maxrep
110,f,8080,15.024800307879821162576113,1,maxrep
110,t,23546,164.744894347671308957420620,1,maxrep
111,f,11170,28.043451757122616534379859,1,maxrep
111,t,39536,706.254741704860534374194995,1,maxrep
112,f,9373,15.499440311428975074369346,1,maxrep
112,t,27055,312.675975952785958509338675,1,maxrep
113,f,9290,10.034153027094550983847998,1,maxrep
113,t,32746,271.059738681925378084540446,1,maxrep
114,f,10520,26.436843205187167731919982,1,maxrep
114,t,34520,389.083802615002882591606918,1,maxrep
115,f,9933,18.091843269417900761702513,1,maxrep
115,t,28609,144.024514468259265393390077,1,maxrep
116,f,10330,14.966271195817264051953976,1,maxrep
116,t,30864,334.031798034003519972635964,1,maxrep
117,f,11137,31.207727170854045949580470,1,maxrep
117,t,42937,536.327827514706365367078570,1,maxrep
118,f,11395,11.474176215669554215349958,1,maxrep
118,t,37671,288.435241338435175072741427,1,maxrep
119,f,10600,34.889352220897167233107077,1,maxrep
119,t,30881,389.531107435531261264249572,1,maxrep
120,f,10257,14.245004249615094429938337,1,maxrep
120,t,29166,213.202326317007610884155899,1,maxrep
121,f,11834,23.167420430744606537092753,1,maxrep
121,t,39367,571.622383246089048892561334,1,maxrep
122,f,11142,10.668296308870917553673093,1,maxrep
122,t,33410,314.018340124709302063820869,1,maxrep
123,f,11220,12.918232453549635186853620,1,maxrep
123,t,30014,147.425283930848276296495712,1,maxrep
124,f,14232,66.149689207126594681409167,1,maxrep
124,t,44859,1306.121056552850361455769973,1,maxrep
125,f,10429,10.789951191265710245010224,1,maxrep
125,t,26359,46.912330878869966727326745,1,maxrep
126,f,12310,61.040606682141136391633578,1,maxrep
126,t,31121,192.379379555918361372704752,1,maxrep
127,f,11469,21.463331674709510735466596,1,maxrep
127,t,35387,160.100878860271885377857042,1,maxrep
128,f,13377,55.175695958866533837408865,1,maxrep
128,t,50687,844.915374948316715179760622,1,maxrep
129,f,12184,29.392607162217834911875485,1,maxrep
129,t,35726,378.834203426088713943264075,1,maxrep
130,f,12338,31.079753075090064816416697,1,maxrep
130,t,37728,476.212983687771019779745900,1,maxrep
131,f,12308,41.179469650948799708176756,1,maxrep
131,t,34003,146.262303049138629663248058,1,maxrep
132,f,11644,26.971750694106370385553419,1,maxrep
132,t,34954,129.915847940278211558523601,1,maxrep
133,f,13910,53.870819257939833801170568,1,maxrep
133,t,41043,496.907518118228483211325061,1,maxrep
134,f,12763,27.060775490845807627674555,1,maxrep
134,t,37613,196.088012058712076338136784,1,maxrep
135,f,12766,24.354996468482267426768890,1,maxrep
135,t,34119,104.318217644936559515229437,1,maxrep
136,f,13414,65.885378464735817443245157,1,maxrep
136,t,36846,298.155159663456523155919683,1,maxrep
137,f,13972,38.757578293456081256875371,1,maxrep
137,t,47853,885.872875321065476252999725,1,maxrep
138,f,13620,31.143830574532083069299258,1,maxrep
138,t,51667,432.413701790576046096714495,1,maxrep
139,f,14090,30.914131577864171529169272,1,maxrep
139,t,44762,526.383283778186134064568345,1,maxrep
140,f,13687,20.415186283820564713348503,1,maxrep
140,t,36930,155.170091093571798710423417,1,maxrep
141,f,13755,26.058280751758315495844304,1,maxrep
141,t,34316,118.745060099321309577099792,1,maxrep
142,f,15390,56.608826007981097298938163,1,maxrep
142,t,53188,745.616067487467368840126722,1,maxrep
143,f,14029,41.434821081659827807389745,1,maxrep
143,t,33976,141.151212509292962777182283,1,maxrep
144,f,14377,46.694440327202833719077043,1,maxrep
144,t,36052,162.161368020532068298304068,1,maxrep
145,f,14837,38.900196675896470111136996,1,maxrep
145,t,39106,203.016514510397955093740416,1,maxrep
146,f,15628,31.248504627092205940534109,1,maxrep
146,t,39814,318.282522132375133801485934,1,maxrep
147,f,15289,55.657881643601714407194807,1,maxrep
147,t,43884,310.730981565294592386645396,1,maxrep
148,f,15618,63.057606305543091306497594,1,maxrep
148,t,37265,130.704413400875850526371478,1,maxrep
149,f,16111,52.758142747046180217363947,1,maxrep
149,t,49415,432.345664117379032832024508,1,maxrep
150,f,15192,72.524684649015632572957211,1,maxrep
150,t,38446,191.192402660354715022965136,1,maxrep
151,f,15520,66.866291502254897010716159,1,maxrep
151,t,41593,298.779364202654826960483251,1,maxrep
152,f,15481,42.348407726743195268172090,1,maxrep
152,t,38216,205.228025153465668939454208,1,maxrep
153,f,16313,40.568636191573549466531591,1,maxrep
153,t,46593,557.374746388317013202176509,1,maxrep
154,f,15630,34.133123961316062844796383,1,maxrep
154,t,38230,195.850743033752227593805976,1,maxrep
155,f,16159,30.828455061007509042313193,1,maxrep
155,t,39951,304.439193800817283725725297,1,maxrep
156,f,16212,28.806487163852944942279059,1,maxrep
156,t,39485,238.010704405732912164082941,1,maxrep
157,f,16306,67.399299748939186551153402,1,maxrep
157,t,40841,544.186910255420756723313112,1,maxrep
158,f,16075,47.051888282924568227971921,1,maxrep
158,t,40694,284.859938302521843369714124,1,maxrep
159,f,17028,68.225069162608955731736690,1,maxrep
159,t,47580,520.459305431088110515915324,1,maxrep
160,f,17005,40.295876374377947756463579,1,maxrep
160,t,45303,305.489124431905289216942809,1,maxrep
161,f,16858,40.836482026036255018710916,1,maxrep
161,t,41646,295.502385730048741247558902,1,maxrep
162,f,16575,40.266887651852360670243887,1,maxrep
162,t,41208,309.435574201173204485490130,1,maxrep
163,f,17461,51.669584128429996542140246,1,maxrep
163,t,42902,377.237329694232997746169973,1,maxrep
164,f,18297,56.064111052016921067509034,1,maxrep
164,t,43873,356.447691411565625412825565,1,maxrep
165,f,15060,31.991678232880255898591016,1,maxrep
165,t,34636,246.297139107971727993850485,1,maxrep
166,f,19531,91.625423098685820281974082,1,maxrep
166,t,58174,1079.094498196112936945010926,1,maxrep
167,f,17785,53.517192061759943229109093,1,maxrep
167,t,41149,377.834792430598518876848013,1,maxrep
168,f,18131,44.509867103899407794715679,1,maxrep
168,t,44921,379.588702789407177094884873,1,maxrep
169,f,17800,60.049650672958619511961899,1,maxrep
169,t,42242,624.368041770731935807795763,1,maxrep
170,f,18054,65.902348029291530180689539,1,maxrep
170,t,44179,365.334666528076480992392444,1,maxrep
171,f,18548,50.691974316392087496928172,1,maxrep
171,t,43870,406.478388682205178248156063,1,maxrep
172,f,18225,55.947428584079520044118840,1,maxrep
172,t,44463,532.936582361699587279662570,1,maxrep
173,f,19226,62.136717765144171073492426,1,maxrep
173,t,50033,607.727434975262433893677017,1,maxrep
174,f,19143,57.551261092246212965372648,1,maxrep
174,t,44045,249.894219073743923606082870,1,maxrep
175,f,20420,55.968453456471849516989943,1,maxrep
175,t,48208,491.608503760257896585007960,1,maxrep
176,f,18985,37.838738494785358637722090,1,maxrep
176,t,42945,224.921406485798113575917633,1,maxrep
177,f,21237,59.007647283766215033722945,1,maxrep
177,t,49187,428.575329293537596173912852,1,maxrep
178,f,18673,78.608501629392454072101995,1,maxrep
178,t,42062,329.506710433599000214028151,1,maxrep
179,f,19844,32.777536697815694295633397,1,maxrep
179,t,52280,296.764582853751281418386214,1,maxrep
180,f,19244,77.520783164243552275228565,1,maxrep
180,t,41998,382.240252319788550966369587,1,maxrep
181,f,21031,173.440590075978631407550342,1,maxrep
181,t,54163,549.749640848187441381501302,1,maxrep
182,f,19847,137.850801944134369765328831,1,maxrep
182,t,46084,315.108567710804854061016553,1,maxrep
183,f,20027,51.623686435368297143393201,1,maxrep
183,t,46692,342.947000346755635795351894,1,maxrep
184,f,20293,120.569665337259475170522801,1,maxrep
184,t,45674,428.833703568881001600499911,1,maxrep
185,f,20037,80.330974966930753569841347,1,maxrep
185,t,44474,290.761485328319123377049920,1,maxrep
186,f,20710,96.762123277205769169358506,1,maxrep
186,t,49937,1281.027875852807840695003215,1,maxrep
187,f,19804,77.075371617072169314241841,1,maxrep
187,t,43246,301.671315941586395224467436,1,maxrep
188,f,21290,144.929303431482995855981385,1,maxrep
188,t,48349,403.466002603856219766051676,1,maxrep
189,f,20886,88.743649794578632848641541,1,maxrep
189,t,50550,687.119185223310604615944484,1,maxrep
190,f,20970,122.688351919793522982497667,1,maxrep
190,t,51018,366.773090882078415280607829,1,maxrep
191,f,20941,101.842466832407283622827364,1,maxrep
191,t,47679,628.175799399811409493264286,1,maxrep
192,f,20355,80.387459371129632655644139,1,maxrep
192,t,49150,486.886648465025453242530334,1,maxrep
193,f,21207,99.927900401559849593965117,1,maxrep
193,t,47589,250.973495382343918207743086,1,maxrep
194,f,21503,174.926428152688372983064727,1,maxrep
194,t,48968,428.310610166834829697166365,1,maxrep
195,f,21683,232.640958875190817426396465,1,maxrep
195,t,47066,427.929196835969879508882931,1,maxrep
196,f,21016,125.801886916029298030708707,1,maxrep
196,t,49696,491.539149669302365287779080,1,maxrep
197,f,21591,90.642717708571530320810019,1,maxrep
197,t,47444,315.227673222574748469627310,1,maxrep
198,f,17826,72.473799199968252458819914,1,maxrep
198,t,38272,186.169936123928752451513346,1,maxrep
199,f,24779,252.049211697739038637533490,1,maxrep
199,t,68161,992.657315224107621463755559,1,maxrep
200,f,21708,149.386960037047186867975803,1,maxrep
200,t,45974,383.485176121576585778148744,1,maxrep
201,f,21979,279.757230591859611834060460,1,maxrep
201,t,46447,254.745263774448515194940409,1,maxrep
202,f,21977,134.166580532236864157915191,1,maxrep
202,t,48260,350.346090683827045257320248,1,maxrep
203,f,21459,107.152289576741565800221405,1,maxrep
203,t,48335,372.526625031728522005402499,1,maxrep
204,f,22706,90.541845151324530216832495,1,maxrep
204,t,47810,345.802468120133757609292026,1,maxrep
205,f,22972,86.312380381749454744980891,1,maxrep
205,t,46638,337.837969256208409064089951,1,maxrep
206,f,22419,96.984039953704335307390937,1,maxrep
206,t,57923,801.325628584621019011138419,1,maxrep
207,f,22166,79.802506328672779068498908,1,maxrep
207,t,47663,399.438101933173815489569407,1,maxrep
208,f,23024,124.288227663056203192452637,1,maxrep
208,t,49908,509.383501035585588409449064,1,maxrep
209,f,23120,83.104454257163252571039066,1,maxrep
209,t,54439,918.045696508401298765824156,1,maxrep
210,f,22862,66.108425278969877053494276,1,maxrep
210,t,54734,535.099196692554028840068035,1,maxrep
211,f,22749,157.801638319324803732355660,1,maxrep
211,t,48658,344.640356723233347610862123,1,maxrep
212,f,23528,83.938097844873277324288763,1,maxrep
212,t,49732,458.135754143327682086956090,1,maxrep
213,f,23237,70.613280800125867544163435,1,maxrep
213,t,48548,355.562524442872862474839836,1,maxrep
214,f,23303,105.551581968765857590548787,1,maxrep
214,t,49182,490.072135342343373543023697,1,maxrep
215,f,22456,68.630502546928613709513979,1,maxrep
215,t,47961,347.901312583148222019219423,1,maxrep
216,f,23375,148.526101647470505923494556,1,maxrep
216,t,48064,435.570158544558596607529560,1,maxrep
217,f,23768,105.767035577534169402784291,1,maxrep
217,t,54236,859.586914514331573346956447,1,maxrep
218,f,23083,118.335008788633144350163061,1,maxrep
218,t,49978,452.861199986543643103607766,1,maxrep
219,f,23559,84.685687224065098209202103,1,maxrep
219,t,48437,365.464091309722133527148162,1,maxrep
220,f,23575,99.243415405174202739307760,1,maxrep
220,t,48170,1026.282737656174233277700767,1,maxrep
221,f,25287,148.051964161185634088162917,1,maxrep
221,t,59354,1451.950046612185183919630699,1,maxrep
222,f,23637,90.097525713974237681909675,1,maxrep
222,t,49450,588.501545146451405254214922,1,maxrep
223,f,22614,97.166807402708481277570511,1,maxrep
223,t,52315,650.921651692065716599253292,1,maxrep
224,f,25749,208.063374415127267130750034,1,maxrep
224,t,62335,1436.417489065105748609333177,1,maxrep
225,f,23900,182.326759696504651579774511,1,maxrep
225,t,52304,993.796126104711548499334670,1,maxrep
226,f,23597,86.237551189617506695755761,1,maxrep
226,t,52126,925.334907941030481447015923,1,maxrep
227,f,24202,103.155933631701696829707518,1,maxrep
227,t,51076,520.964008122452758186868720,1,maxrep
228,f,23378,158.429129441629760116750493,1,maxrep
228,t,51744,615.027877110424828584205451,1,maxrep
229,f,24265,168.603791528974072987561248,1,maxrep
229,t,53066,1583.636313149681040955773785,1,maxrep
230,f,24607,109.768938034080919683076333,1,maxrep
230,t,50896,606.522284483124903348457945,1,maxrep
231,f,24244,113.411163485038191169959216,1,maxrep
231,t,52119,886.952702970736771953107049,1,maxrep
232,f,25168,276.722174555551722799901879,1,maxrep
232,t,53130,832.727322733421233397869480,1,maxrep
233,f,24124,123.534829614488165685369994,1,maxrep
233,t,51530,856.143263562420071894602708,1,maxrep
234,f,25862,292.186071654087611835959878,1,maxrep
234,t,58279,1271.426073926022206076625039,1,maxrep
235,f,24782,118.349799551508838985351355,1,maxrep
235,t,51176,917.392552668289857524025181,1,maxrep
236,f,26597,186.286315404130635754451460,1,maxrep
236,t,56630,982.273676643129670327782322,1,maxrep
237,f,21861,112.435833296268486055447032,1,maxrep
237,t,44161,602.039631146662519378684461,1,maxrep
238,f,25328,138.706897293528067625075946,1,maxrep
238,t,52967,820.665514221887049275271433,1,maxrep
239,f,24638,160.545941330480360241748624,1,maxrep
239,t,62356,1048.199857612352128720411621,1,maxrep
240,f,26175,234.228211799958553896230802,1,maxrep
240,t,56166,858.047633642160458573933537,1,maxrep
241,f,25056,173.104426155837868187816818,1,maxrep
241,t,52816,869.945569273109610584668080,1,maxrep
242,f,25918,185.043634833714124136701975,1,maxrep
242,t,58336,1203.318734884554769337491791,1,maxrep
243,f,25266,151.447193576711371842247538,1,maxrep
243,t,50785,1109.229185431193342774365459,1,maxrep
244,f,26000,203.299178267003954204192658,1,maxrep
244,t,53380,1046.340158934186435326673480,1,maxrep
245,f,25700,174.208751718851447883553829,1,maxrep
245,t,52325,716.083896645005618864577385,1,maxrep
246,f,26574,204.064085028871862137703440,1,maxrep
246,t,52736,1153.749402485220403865575484,1,maxrep
247,f,27442,363.591180075549955761988032,1,maxrep
247,t,51374,1027.912292061339305279154495,1,maxrep
248,f,32699,308.594102136384289506759268,1,maxrep
248,t,77022,1605.565438531802936771661606,1,maxrep
249,f,19286,169.067002703392336120940090,1,maxrep
249,t,35925,713.683791513008868770254250,1,maxrep
250,f,25827,242.472587500858225288712413,1,maxrep
250,t,53547,1092.547677814308794728111117,1,maxrep
251,f,25866,149.792207321480321334017903,1,maxrep
251,t,58433,1481.394715852992338510374099,1,maxrep
252,f,27219,342.413189149426524288423051,1,maxrep
252,t,58547,1062.178309202842690468385827,1,maxrep
253,f,25186,230.528052381475645529227639,1,maxrep
253,t,54097,1245.965298006238452250737233,1,maxrep
254,f,25167,159.251314650461714105876828,1,maxrep
254,t,51922,916.898069617744118086205555,1,maxrep
255,f,25249,308.724636707551146889801470,1,maxrep
255,t,57839,644.842316841042920493673415,1,maxrep
256,f,25933,228.605285007352486753756140,1,maxrep
256,t,52789,988.657760638291427332253965,1,maxrep
257,f,26085,226.641324181723352620277976,1,maxrep
257,t,56945,1132.939925818105860527665932,1,maxrep
258,f,24946,227.643321080805423466316947,1,maxrep
258,t,55098,903.376091329945350331633400,1,maxrep
259,f,24913,258.361757675913840635511339,1,maxrep
259,t,54131,901.118021061227558666507363,1,maxrep
260,f,26447,201.178537149091289509554566,1,maxrep
260,t,54566,840.093773237034908228227396,1,maxrep
261,f,24890,121.845733263187902647288701,1,maxrep
261,t,51828,881.589689004760173487199640,1,maxrep
262,f,25698,222.592116541030181531220243,1,maxrep
262,t,52420,808.015237081794917660244266,1,maxrep
263,f,25937,210.375324354362905738051822,1,maxrep
263,t,53481,734.617308940914793751173253,1,maxrep
264,f,26095,130.852688985131103461821292,1,maxrep
264,t,59540,915.273409103857832879575185,1,maxrep
265,f,25583,205.012539198901125588916929,1,maxrep
265,t,51170,778.515210719435536903995700,1,maxrep
266,f,25730,253.536104221854823094950357,1,maxrep
266,t,50532,640.881685595577760431187248,1,maxrep
267,f,25301,200.834941603266847380694195,1,maxrep
267,t,49379,609.881368773882064327923890,1,maxrep
268,f,25669,142.180360430258509856199022,1,maxrep
268,t,48180,800.138495976117941840828597,1,maxrep
269,f,24737,155.891136422907055309892912,1,maxrep
269,t,50308,856.608504463657039345485515,1,maxrep
270,f,25755,129.118449714150898424419398,1,maxrep
270,t,51669,747.903604781708229384100096,1,maxrep
271,f,25233,198.784210233350696843206500,1,maxrep
271,t,48556,587.291219825551844254516715,1,maxrep
272,f,26091,162.749565581213596936166079,1,maxrep
272,t,51001,954.115625890763274205507218,1,maxrep
273,f,25867,160.668132767361558364155921,1,maxrep
273,t,47999,663.463317266826346176926214,1,maxrep
274,f,25129,133.574746716144156113218418,1,maxrep
274,t,49788,765.724615810750181688272783,1,maxrep
275,f,25822,154.701316744571285076158845,1,maxrep
275,t,46943,801.890529836890115832907948,1,maxrep
276,f,25341,155.323914158318206539747776,1,maxrep
276,t,50023,774.378208345092926678984819,1,maxrep
277,f,26725,191.943192214639087349668437,1,maxrep
277,t,54640,2732.432944894015866437159732,1,maxrep
278,f,25224,151.848477072649903415574663,1,maxrep
278,t,49946,929.883888931273863168582226,1,maxrep
279,f,25670,177.117057683317600751457543,1,maxrep
279,t,50953,1097.620096497105679416469803,1,maxrep
280,f,25850,163.374918990432770478894860,1,maxrep
280,t,49796,971.915040019970683967762793,1,maxrep
281,f,25968,161.471674110228647557730237,1,maxrep
281,t,48709,1114.634181073705229767995004,1,maxrep
282,f,25621,129.208163807936191413021613,1,maxrep
282,t,49843,1260.041689272474615332507166,1,maxrep
283,f,23547,159.110864088961812316955301,1,maxrep
283,t,42831,657.422895926330743977430697,1,maxrep
284,f,28572,166.512734161794941678398721,1,maxrep
284,t,51785,1382.267801829503964235619269,1,maxrep
285,f,26108,164.505472785023849017327208,1,maxrep
285,t,48367,1080.094105804932613920504957,1,maxrep
286,f,25996,137.868085727272918011565193,1,maxrep
286,t,49623,1303.792495899552141510652365,1,maxrep
287,f,25844,159.355045653544678576207520,1,maxrep
287,t,49898,1123.987330689086357034963401,1,maxrep
288,f,25295,274.712820031254397024987432,1,maxrep
288,t,46346,877.490702193865931997468062,1,maxrep
289,f,26309,314.481456513070983693742019,1,maxrep
289,t,46797,1348.885656382067527702633245,1,maxrep
290,f,25418,143.235122866771128286092851,1,maxrep
290,t,84116,23737.598059401082476222180199,1,maxrep
291,f,25284,154.144925425295371120355790,1,maxrep
291,t,56293,4520.252607142386609748542045,1,maxrep
292,f,24897,145.329667140915392003819480,1,maxrep
292,t,50780,883.546361392103299188005054,1,maxrep
293,f,25286,177.503766738776044347338471,1,maxrep
293,t,56280,2290.366878306849555502113201,1,maxrep
294,f,24995,192.063459951594476307672235,1,maxrep
294,t,51421,1953.761093917283297282508059,1,maxrep
295,f,25344,221.850258210187323682363941,1,maxrep
295,t,58759,1694.671544971817282417637056,1,maxrep
296,f,25162,134.235064185126197710245658,1,maxrep
296,t,55639,2474.005486743002553017807553,1,maxrep
297,f,24937,116.737699330772353008707070,1,maxrep
297,t,56855,2329.987819447274416616159142,1,maxrep
298,f,25006,140.941014449875709322336998,1,maxrep
298,t,49165,1640.375236069759983689325989,1,maxrep
299,f,25855,216.964141427071730475248923,1,maxrep
299,t,49301,1181.838324941001825346757802,1,maxrep
300,f,25669,145.480156957635381353261944,1,maxrep
300,t,51387,2285.540393327348563706215288,1,maxrep
301,f,24787,139.641107587661669398446227,1,maxrep
301,t,50077,1716.726527655887896820628356,1,maxrep
302,f,24706,105.235904149698358706811681,1,maxrep
302,t,47215,794.412417257332233150155316,1,maxrep
303,f,24585,180.040653422259714027483395,1,maxrep
303,t,53172,2888.746312487165709291686486,1,maxrep
304,f,24518,159.563538867602862138948962,1,maxrep
304,t,50410,2144.697546053016994522462622,1,maxrep
305,f,28205,390.508579175643593909125586,1,maxrep
305,t,61181,4289.132860609952409281568987,1,maxrep
306,f,22205,73.574796905249220712595018,1,maxrep
306,t,39214,550.047358916194753205814346,1,maxrep
307,f,25318,201.441786951377466578213679,1,maxrep
307,t,51325,3204.555982765173196245461653,1,maxrep
308,f,24978,218.250175561736959811195377,1,maxrep
308,t,183552,86309.926454430246289642150487,1,maxrep
309,f,24926,133.965381633309028057877939,1,maxrep
309,t,44591,682.888700312706262251574707,1,maxrep
