accession	tempOptimMin	tempOptimMax	tempMin	tempMax
M4VRJ6	25.0	25.0		
P16152	25.0	25.0		
F1N9C1	40.0	40.0		
E3W861	50.0	50.0		
A0A0E4AY21	45.0	50.0		
A0A0E4AX59	45.0	50.0		
Q9Y8Y1	70.0	70.0		
A0A0P0UTN5	30.0	30.0		
Q94FT4	47.0	47.0		
A0A385J6X8	30.0	30.0		
A0A1V0E492	30.0	30.0		
B2C4D8	30.0	30.0		
A0A0E3KJK7	30.0	30.0		
A0A385J6Y9	30.0	30.0		
U5HT00	60.0	60.0		
O50134	25.0	25.0		
O57917	25.0	25.0		
A7AW73	30.0	30.0		
A0A0G3BIB7	30.0	30.0		
Q2FXM8	37.0	37.0		
P52784	25.0	25.0		
P00512	25.0	25.0		
F1Q3S9	25.0	25.0		
P17858	25.0	25.0		
O05207	74.0	74.0		
O05208	74.0	74.0		
O33926	82.0	86.0		
P77993	82.0	86.0		
Q5KSK9	30.0	30.0		
Q9XZN0	30.0	30.0		
P9WG47	30.0	30.0		
P9WG45	30.0	30.0		
P95479	25.0	25.0		
O05207	75.0	75.0		
O05208	75.0	75.0		
P9WG47	37.0	37.0		
P9WG45	37.0	37.0		
P11388	37.0	37.0		
P24171	37.0	37.0		
G9HTF7	30.0	30.0		
P79208	22.0	22.0		
P05979	22.0	22.0		
I6VVK9	25.0	25.0		
P79208	25.0	25.0		
Q05769	25.0	25.0		
P05979	25.0	25.0		
Q93YN9	25.0	25.0		
J9VKS8	22.0	22.0		
A4H2J0	30.0	30.0		
A4GWX8	30.0	30.0		
P75876	37.0	37.0		
A8NU13	30.0	30.0		
E4NI20	30.0	30.0		
Q8NP73	22.0	22.0		
P28329	38.0	38.0		
G7J7Q5	22.0	22.0		
P95189	37.0	37.0		
B2YGX8	22.0	22.0		
Q9MB73	37.0	37.0		
B2YGX9	37.0	37.0		
A9YWH8	37.0	37.0		
B9VTP0	30.0	30.0		
B9VTP5	30.0	30.0		
G4I2J6	25.0	25.0		
Q9A919	25.0	25.0		
A4PEU6	30.0	30.0		
A8CFB7	30.0	30.0		
E2RV69	37.0	37.0		
A8CFB7	37.0	37.0		
Q9XB14	45.0	45.0		
Q9XB14	20.0	20.0		
Q73Y99	20.0	20.0		
A8CFB7	20.0	20.0		
E2RV69	22.0	37.0		
A6G7B1	33.0	37.0		
G4I2J6	38.0	38.0		
G4I5P8	38.0	38.0		
Q6TNA5	25.0	25.0		
Q9AJM0	70.0	70.0		
Q9AJL9	70.0	70.0		
Q16878	37.0	37.0		
P21816	20.0	20.0		
Q0KB75	30.0	30.0		
Q0K029	30.0	30.0		
M1EYW6	35.0	35.0		
Q9HUU7	37.0	37.0		
Q9AJS0	70.0	70.0		
Q96UI5	70.0	70.0		
Q3TFD2	37.0	37.0		
Q8NF37	37.0	37.0		
Q3UN02	37.0	37.0		
P06617	25.0	25.0		
G9JKF3	50.0	50.0		
G3LUK8	40.0	40.0		
Q13825	37.0	37.0		
A0A0H3JLD7	37.0	37.0		
Q9HTV5	37.0	37.0		
O29918	60.0	60.0		
Q9Z4P9	50.0	50.0		
Q9R0T0	37.0	37.0		
P55211	37.0	37.0		
Q7S2S4	50.0	50.0		
P00740	37.0	37.0		
P00740	25.0	25.0		
Q38EV2	28.0	37.0		
K0DDQ9	30.0	30.0		
A0A286R7K5	30.0	30.0		
K0DG62	30.0	30.0		
W8GJF4	30.0	30.0		
B1PVZ9	30.0	30.0		
O45011	25.0	25.0		
U3T1K4	25.0	25.0		
Q10454	25.0	25.0		
O01854	25.0	25.0		
O45518	25.0	25.0		
U3T2Y2	25.0	25.0		
Q27535	25.0	25.0		
A0A0A7CK57	25.0	25.0		
Q92903	22.0	22.0		
O95674	22.0	22.0		
Q9P381	36.0	36.0		
B6JVL2	36.0	36.0		
P26935	25.0	25.0		
Q5KYQ3	55.0	75.0		
Q8W1W9	30.0	30.0		
Q9LJB4	25.0	25.0		
Q9UHL4	37.0	37.0		
A0A1I9Q5Z0	30.0	30.0		
A4YGR1	65.0	65.0		
Q8IZV5	37.0	37.0		
Q8TC12	37.0	37.0		
A0A3Q3ATC8	37.0	37.0		
Q8VCH7	37.0	37.0		
P34947	30.0	30.0		
P34947	22.0	22.0		
Q55891	28.0	28.0		
Q5ILH3	45.0	45.0		
Q5ILH4	45.0	45.0		
Q5ILH5	45.0	45.0		
Q5ILH6	45.0	45.0		
V5TDP2	37.0	37.0		
D9J041	25.0	25.0		
E0XF09	25.0	25.0		
D9J041	25.0	50.0		
A4YG49	37.0	70.0		
P38032	25.0	25.0		
Q972D2	70.0	70.0		
Q95PT6	25.0	25.0		
Q8MZR8	25.0	25.0		
P81428	37.0	37.0		
Q58L91	37.0	37.0		
Q9F5K6	37.0	37.0		
P26236	30.0	30.0		
A0A4D6J6N6	40.0	50.0		
A0A4D6J6W7	30.0	40.0		
Q9RC92	45.0	45.0		
Q9RC92	30.0	30.0		
P09339	25.0	25.0		
Q43009	37.0	37.0		
Q820M5	37.0	37.0		
Q9LXL5	37.0	37.0		
Q9M111	37.0	37.0		
Q9FX32	37.0	37.0		
F4K5W8	37.0	37.0		
P49040	37.0	37.0		
Q00917	37.0	37.0		
A0A059ZV61	60.0	60.0		
Q6SJP5	45.0	45.0		
Q6SJP5	45.0	50.0		
Q6SJP5	50.0	50.0		
D4H6M0	65.0	65.0		
I7A3T6	80.0	80.0		
Q820M5	75.0	75.0		
Q57878	80.0	80.0		
A1IJT7	70.0	80.0		
Q8RLY4	37.0	37.0		
A5VK58	40.0	40.0		
A5VK58	35.0	45.0		
F8DQT0	37.0	40.0		
K9TVX3	40.0	60.0		
A0A286R847	35.0	40.0		
Q58LW6	25.0	25.0		
P25576	30.0	30.0		
Q9BZQ4	42.0	42.0		
O26253	65.0	65.0		
A8BIC5	26.0	26.0		
Q99JR6	37.0	37.0		
Q96T66	37.0	37.0		
A4H990	37.0	37.0		
Q4DPR9	37.0	37.0		
Q9HAN9	37.0	37.0		
Q9BZQ4	37.0	37.0		
Q9EPA7	37.0	37.0		
A4H4P8	28.0	28.0		
Q27793	28.0	28.0		
S5M3K7	28.0	28.0		
Q27783	25.0	25.0		
A8CH84	45.0	45.0		
A8CIU9	45.0	45.0		
Q1WV14	45.0	45.0		
Q932V0	50.0	50.0		
Q1WV14	50.0	50.0		
A0KL98	35.0	35.0		
Q1WV14	35.0	35.0		
P9WPW9	37.0	37.0		
Q180W0	37.0	37.0		
Q1XG01	37.0	37.0		
P94556	37.0	37.0		
Q4FME3	37.0	37.0		
Q73GL9	37.0	37.0		
Q8RAK6	65.0	65.0		
O86786	22.0	22.0		
P10724	30.0	30.0		
P63479	30.0	30.0		
D0C5Y6	30.0	30.0		
P24205	30.0	30.0		
P77690	30.0	30.0		
Q8GYW8	30.0	30.0		
X2JCV5	50.0	50.0		
X2JCV5	60.0	60.0		
Q8VPD4	30.0	30.0		
B5AR80	25.0	25.0		
Q4F867	25.0	25.0		
Q6IWZ0	25.0	25.0		
B5U982	37.0	37.0		
Q90W54	37.0	37.0		
Q6IWZ0	37.0	37.0		
P73832	35.0	35.0		
Q88QT2	22.0	22.0		
Q9Y617	37.0	37.0		
P24298	37.0	37.0		
Q9Y617	25.0	25.0		
P24298	25.0	25.0		
Q97U29	60.0	60.0		
Q97U29	70.0	80.0		
A2IQH4	37.0	37.0		
A2IQH5	37.0	37.0		
B3VH91	75.0	75.0		
P45741	25.0	25.0		
P07061	30.0	30.0		
Q8KZT5	37.0	37.0		
Q9BYF1	37.0	37.0		
Q9BYF1	22.0	22.0		
Q64428	37.0	37.0		
A5HII1	37.0	37.0		
Q8VTA5	50.0	50.0		
Q14749	25.0	25.0		
Q141Z6	30.0	30.0		
Q13VI0	30.0	30.0		
P55250	30.0	30.0		
A5Y6J1	50.0	50.0		
P0AC33	37.0	37.0		
P05042	37.0	37.0		
B1Y931	65.0	65.0		
B1Y932	65.0	65.0		
Q8U062	75.0	75.0		
Q8U063	75.0	75.0		
P14407	0.09437	0.09437		
Q9Y7X5	30.0	30.0		
A0A168GPL0	30.0	30.0		
B0M3E8	30.0	30.0		
A0A168GPR3	30.0	30.0		
P09147	35.0	35.0		
B0M3E8	15.0	15.0		
A3MUJ4	70.0	70.0		
O73960	65.0	65.0		
C8VAU8	25.0	25.0		
P9WN67	37.0	37.0		
Q81K34	37.0	37.0		
Q81JK4	37.0	37.0		
Q8LNZ3	37.0	37.0		
A0A0H2URG4	37.0	37.0		
A0A0H2UQY4	37.0	37.0		
Q9LVW3	30.0	30.0		
Q980M3	50.0	50.0		
P0A705	25.0	25.0		
P35021	87.0	87.0		
P13639	37.0	37.0		
P0A6M8	37.0	37.0		
P60785	37.0	37.0		
P35021	91.0	91.0		
P35021	95.0	95.0		
P30925	95.0	95.0		
Q64214	95.0	95.0		
Q980A5	65.0	65.0		
P0A705	17.0	17.0		
P53893	20.0	20.0		
P50225	37.0	37.0		
O43704	37.0	37.0		
P0DMM9	37.0	37.0		
Q9BR01	37.0	37.0		
P52847	37.0	37.0		
P50226	37.0	37.0		
P52846	37.0	37.0		
Q9XT99	37.0	37.0		
P17988	37.0	37.0		
A0FIP8	20.0	20.0		
P50227	25.0	25.0		
Q72SL8	37.0	37.0		
P70080	15.0	15.0		
Q8IWU9	30.0	30.0		
P33022	35.0	35.0		
P32440	60.0	60.0		
Q8GRC8	35.0	35.0		
Q94JV5	22.0	22.0		
K4QXN8	30.0	30.0		
Q57600	70.0	70.0		
P17618	37.0	37.0		
P25539	37.0	37.0		
P04584	37.0	37.0		
Q8NHU3	37.0	37.0		
Q86VZ5	37.0	37.0		
Q6BE01	60.0	60.0		
Q7WSN5	30.0	30.0		
P19021	25.0	37.0		
Q868H8	37.0	37.0		
Q4DA80	37.0	37.0		
A8DEZ8	37.0	37.0		
B8LFE4	37.0	37.0		
H3ZMH5	50.0	50.0		
Q17ZY4	50.0	50.0		
M0LMI3	50.0	50.0		
S0APF4	50.0	50.0		
H3ZMH5	90.0	100.0		
Q17ZY4	90.0	100.0		
M0LMI3	90.0	100.0		
S0APF4	90.0	100.0		
Q7UXY8	60.0	60.0		
Q9HVF1	30.0	30.0		
Q5ECC3	30.0	30.0		
Q5JJB9	70.0	70.0		
Q5JHY2	70.0	70.0		
Q5JGF8	70.0	70.0		
P23391	25.0	25.0		
P55792	22.0	22.0		
A8AA25	40.0	40.0		
A4YGC7	70.0	70.0		
B1YBY6	65.0	65.0		
Q973W9	95.0	95.0		
O58323	70.0	70.0		
Q973W9	70.0	70.0		
Q7LX61	80.0	80.0		
A8CWI2	50.0	50.0		
A0A0X9PFK4	50.0	50.0		
Q84LM4	37.0	37.0		
P13382	37.0	37.0		
K4Q1U9	50.0	50.0		
A0SXL5	72.0	76.0		
O29753	60.0	78.0		
Q6DRD3	30.0	30.0		
C7AIP4	75.0	75.0		
E9KLD9	75.0	75.0		
O29753	75.0	75.0		
B6E9X1	70.0	70.0		
P74918	70.0	70.0		
Q8VY26	25.0	25.0		
K0INW1	37.0	37.0		
T1KZQ3	37.0	37.0		
A0A0K2GAS4	37.0	37.0		
Q401R6	30.0	30.0		
Q88K54	30.0	30.0		
Q92484	37.0	37.0		
Q10Q09	37.0	37.0		
Q6ZI95	37.0	37.0		
Q924C3	37.0	37.0		
Q7LHI2	50.0	50.0		
P07987	50.0	50.0		
A7WNU2	50.0	50.0		
Q9C1S9	50.0	50.0		
Q59325	65.0	65.0		
A0A2T4C4X5	60.0	60.0		
A0A024RXP8	60.0	60.0		
P07987	55.0	55.0		
Q5S1P9	35.0	35.0		
G0RVK1	37.0	37.0		
P07987	44.0	44.0		
A4XIF7	80.0	80.0		
A4XIF7	80.0	90.0		
P50900	70.0	70.0		
P10474	85.0	85.0		
W8P6D0	42.0	42.0		
Q8NK02	52.0	52.0		
Q5B2E8	46.0	46.0		
P28594	35.0	35.0		
P15804	25.0	25.0		
P74299	30.0	30.0		
Q97WG4	85.0	85.0		
Q8TZL5	50.0	50.0		
O80612	22.0	22.0		
Q8H1D8	22.0	22.0		
Q6NQA8	22.0	22.0		
Q9XI62	22.0	22.0		
Q9SPM5	22.0	22.0		
K7ZBX8	22.0	22.0		
Q9SQG2	22.0	22.0		
P97687	25.0	25.0		
A7LH73	25.0	25.0		
G1UFQ9	25.0	25.0		
A7LH74	25.0	25.0		
E0D877	37.0	37.0		
Q5MY95	37.0	37.0		
O35795	37.0	37.0		
P49961	37.0	37.0		
P97687	37.0	37.0		
P55772	37.0	37.0		
O75355	37.0	37.0		
Q6QHT8	37.0	37.0		
Q5DRK1	37.0	37.0		
Q9MYU4	37.0	37.0		
Q80Z26	37.0	37.0		
Q9TW03	37.0	37.0		
Q5CXD0	23.0	23.0		
F6MZ55	37.0	37.0		
F6MZ56	37.0	37.0		
P29935	30.0	30.0		
P16442	37.0	37.0		
P32021	20.0	25.0		
P32021	25.0	25.0		
Q2RK58	65.0	65.0		
Q2RJ94	65.0	65.0		
A0QVM9	37.0	37.0		
A0QVM9	37.0	50.0		
O35310	37.0	37.0		
A0A093HJH8	22.0	22.0		
P12821	25.0	25.0		
P47820	37.0	37.0		
P12821	37.0	37.0		
Q97YF6	80.0	85.0		
Q97YF5	80.0	85.0		
A1IG83	37.0	37.0		
P0DPA8	40.0	40.0		
I3RFR5	95.0	95.0		
P77366	30.0	30.0		
E5RWZ0	37.0	37.0		
P86100	37.0	37.0		
O43820	37.0	37.0		
Q12794	37.0	37.0		
Q12891	37.0	37.0		
P86100	50.0	50.0		
Q767A0	55.0	55.0		
A8BBP6	25.0	25.0		
Q06203	22.0	22.0		
Q8DNE6	22.0	22.0		
P44805	22.0	22.0		
B9WCR8	22.0	22.0		
P0A6I6	22.0	22.0		
Q8DVH2	22.0	22.0		
O26010	25.0	25.0		
Q9I6D1	25.0	25.0		
P15565	50.0	50.0		
P57706	50.0	50.0		
C9K1X5	30.0	30.0		
P15586	37.0	37.0		
P65388	22.0	22.0		
P31115	37.0	37.0		
P31115	30.0	30.0		
E5F146	37.0	37.0		
Q39103	30.0	30.0		
Q9SBA5	25.0	25.0		
P09417	25.0	25.0		
Q8MJ30	37.0	37.0		
P09417	37.0	37.0		
B8XA40	30.0	30.0		
B8XA40	32.0	32.0		
P16027	30.0	30.0		
P14775	30.0	30.0		
P14774	30.0	30.0		
P16027	22.0	22.0		
P14775	22.0	22.0		
P14774	22.0	22.0		
P0CH62	37.0	37.0		
P0CH62	25.0	30.0		
P31343	37.0	37.0		
P27411	40.0	45.0		
Q0G9P7	30.0	30.0		
P29991	30.0	30.0		
O90417	30.0	37.0		
P19938	30.0	30.0		
Q8L493	37.0	37.0		
Q4QZZ9	30.0	30.0		
Q4QZZ9	25.0	25.0		
B6HI95	45.0	45.0		
A2QAC0	45.0	45.0		
H6WCP4	30.0	30.0		
Q763T4	25.0	25.0		
C4PAW8	25.0	25.0		
B1XLK5	30.0	30.0		
Q97UA1	70.0	70.0		
Q1JUP4	30.0	30.0		
Q1JUP4	25.0	25.0		
Q8A8Y4	30.0	30.0		
A9ZND1	35.0	35.0		
Q53VZ1	60.0	60.0		
P04995	37.0	37.0		
Q88E47	25.0	25.0		
O95497	37.0	37.0		
O53444	37.0	37.0		
A0A2P0HD08	37.0	37.0		
A0A2B6CE99	37.0	37.0		
Q81EJ6	22.0	22.0		
Q81EK9	50.0	50.0		
P13717	37.0	37.0		
Q8I9M9	37.0	37.0		
Q8I9M9	60.0	60.0		
Q195N6	30.0	30.0		
Q9WVE0	37.0	37.0		
Q38DE2	24.0	24.0		
Q93MQ1	37.0	37.0		
Q0P9B5	37.0	37.0		
Q9K2V8	37.0	37.0		
Q9M9V6	33.0	33.0		
P48034	25.0	25.0		
Q17209	40.0	40.0		
Q8G8Y2	37.0	37.0		
Q2MF17	37.0	37.0		
Q9WXT2	50.0	50.0		
Q9WXT2	95.0	95.0		
Q9WXT2	100.0	100.0		
Q9WXT2	60.0	70.0		
Q9WXT2	25.0	25.0		
P9WNG5	37.0	37.0		
P39639	22.0	22.0		
P39639	37.0	37.0		
Q3IYF1	51.0	51.0		
E3W202	25.0	25.0		
E3W203	25.0	25.0		
E3W204	25.0	25.0		
E5LLI1	37.0	37.0		
E3W202	37.0	37.0		
E3W204	37.0	37.0		
Q9I5I6	37.0	37.0		
A8CF74	22.0	22.0		
Q9Y6A2	37.0	37.0		
Q9F8X1	20.0	37.0		
Q76IQ9	30.0	30.0		
P07288	37.0	37.0		
A2VA43	30.0	30.0		
A7Y9J1	40.0	40.0		
Q47Q21	25.0	25.0		
P29208	25.0	25.0		
O67572	30.0	30.0		
Q9HAY6	37.0	37.0		
Q9I993	37.0	37.0		
O82768	30.0	30.0		
Q5EFU4	30.0	30.0		
P56709	70.0	70.0		
O41026	22.0	22.0		
Q976G4	60.0	60.0		
P56709	60.0	60.0		
C4M5H3	37.0	37.0		
A0A0B6XK99	60.0	60.0		
D0VYQ9	45.0	45.0		
S5S2B8	40.0	40.0		
P04189	37.0	37.0		
Q7WVA6	37.0	37.0		
Q5JIZ5	80.0	80.0		
P29141	65.0	65.0		
A4XJ56	75.0	75.0		
Q9QXN5	30.0	30.0		
Q70GL3	30.0	30.0		
Q9QXN4	37.0	37.0		
Q9UGB7	37.0	37.0		
Q9QXN5	37.0	37.0		
C4QZH8	37.0	37.0		
Q8WN98	37.0	37.0		
Q9AJC6	70.0	70.0		
Q3S559	50.0	50.0		
Q9AJC6	50.0	50.0		
A0A0U4VTN7	50.0	50.0		
A0A0A7I435	35.0	35.0		
A0A0A7I435	22.0	22.0		
P16469	25.0	25.0		
P18054	25.0	25.0		
Q7T2A9	22.0	22.0		
P18054	22.0	22.0		
O70582	37.0	37.0		
Q02759	37.0	37.0		
P16469	30.0	30.0		
Q72GU1	25.0	25.0		
P00191	37.0	37.0		
P08686	37.0	37.0		
P08686	30.0	30.0		
L7T8H2	25.0	25.0		
L7T720	25.0	25.0		
E0X6R2	37.0	37.0		
E0X6R4	37.0	37.0		
Q9I6K2	30.0	30.0		
L7NCQ3	30.0	30.0		
Q70DK5	75.0	75.0		
Q7Z9M8	40.0	40.0		
Q3MUH7	60.0	70.0		
C6K3Z5	30.0	30.0		
P22984	30.0	30.0		
E3SVS0	60.0	60.0		
A0A077AY47	60.0	60.0		
B4XEY3	55.0	55.0		
O00429	30.0	30.0		
O00429	23.0	23.0		
Q8IJ32	22.0	22.0		
P21575	37.0	37.0		
O35303	37.0	37.0		
P54861	37.0	37.0		
Q08877	37.0	37.0		
Q05193	37.0	37.0		
O00429	37.0	37.0		
P20591	37.0	37.0		
P39052	37.0	37.0		
G5DGA8	25.0	25.0		
Q28943	30.0	30.0		
Q9I4X3	37.0	37.0		
Q01740	37.0	37.0		
P97501	37.0	37.0		
Q9EQ76	37.0	37.0		
Q99518	37.0	37.0		
C6VWU2	37.0	37.0		
C6VWU2	37.0	37.0		
Q9AQT8	30.0	30.0		
C7YUZ1	37.0	37.0		
F6LQK7	37.0	37.0		
A0A2Z5TTR4	37.0	37.0		
N6Z5E2	35.0	35.0		
C1L319	30.0	30.0		
A0A0M3PZA4	30.0	30.0		
C1L318	30.0	30.0		
Q9LVF0	30.0	30.0		
Q9FYU7	30.0	30.0		
Q9FYU7	30.0	30.0		
C1L320	30.0	30.0		
C1L321	30.0	30.0		
Q0SH27	37.0	37.0		
Q0SH26	37.0	37.0		
Q60358	70.0	70.0		
P0A790	37.0	37.0		
Q5JJ82	85.0	85.0		
P85513	70.0	70.0		
Q15125	35.0	45.0		
A0A0S2II38	30.0	30.0		
A0A1I9Q5Z0	30.0	30.0		
I7C6E8	30.0	30.0		
I7C6E8	30.0	30.0		
A0A1V1FHP8	30.0	30.0		
P20906	30.0	30.0		
P20906	45.0	45.0		
Q32TF5	37.0	37.0		
Q9F0R5	30.0	30.0		
A9X7L0	32.0	32.0		
B2RKU0	37.0	37.0		
P95493	37.0	37.0		
P28784	37.0	37.0		
Q24K61	25.0	25.0		
G3FHJ1	30.0	30.0		
K7NBZ9	30.0	30.0		
P42575	22.0	22.0		
Q82TA7	30.0	30.0		
A0A0J9X1M8	30.0	30.0		
Q9RBF6	31.0	31.0		
B1WSJ7	25.0	25.0		
B0FLU6	25.0	25.0		
Q7Z8L3	40.0	40.0		
Q8N884	37.0	37.0		
Q8N884	22.0	22.0		
B8NTZ9	30.0	30.0		
A0Q7Y5	37.0	37.0		
A0QVH7	37.0	37.0		
P9WNS1	37.0	37.0		
Q8ZH62	37.0	37.0		
Q6R3F4	37.0	45.0		
Q9WZZ1	70.0	70.0		
Q9WZZ1	85.0	85.0		
Q8IKG4	22.0	22.0		
P9WNS1	22.0	22.0		
Q5JFM9	85.0	85.0		
Q9XC59	37.0	37.0		
Q8VXY9	30.0	30.0		
P9WMN3	37.0	37.0		
P9WMN3	40.0	40.0		
Q940S3	30.0	37.0		
A5U161	30.0	30.0		
P9WMN3	30.0	30.0		
P44801	30.0	30.0		
P0A9Q9	30.0	30.0		
P9WNX5	30.0	30.0		
C5GC63	25.0	25.0		
Q7M135	37.0	37.0		
B2RKP0	37.0	37.0		
Q9AQR5	50.0	50.0		
Q8GQZ0	40.0	40.0		
P15636	30.0	30.0		
P37610	30.0	30.0		
P37610	37.0	37.0		
G1JSL4	45.0	45.0		
Q4W1X2	25.0	25.0		
P9WIQ1	37.0	37.0		
Q4W1X2	37.0	37.0		
A8C5K8	25.0	25.0		
Q9I0K4	30.0	30.0		
A8C781	30.0	30.0		
Q9I0K4	36.0	36.0		
Q9I0K4	39.0	39.0		
Q97YI8	70.0	70.0		
A0A5H2WXM2	30.0	30.0		
A0A5H2X0F8	30.0	30.0		
Q9X5C9	30.0	30.0		
P52904	40.0	40.0		
P52902	40.0	40.0		
O50584	25.0	25.0		
P37303	30.0	30.0		
O50584	30.0	30.0		
P75823	30.0	30.0		
P37303	55.0	55.0		
P75823	65.0	70.0		
Q9BYT8	37.0	37.0		
P42676	37.0	37.0		
A7E8M5	25.0	25.0		
Q9S762	30.0	30.0		
M5AIH9	30.0	30.0		
D5LIR7	25.0	25.0		
Q6PNM8	25.0	25.0		
A0A0C6EX43	30.0	30.0		
E3W202	25.0	25.0		
E3W204	25.0	25.0		
E3W203	25.0	25.0		
Q2XSC4	23.0	23.0		
Q2XSC4	30.0	30.0		
Q47NX5	55.0	55.0		
Q76LT2	30.0	30.0		
Q9ADE8	28.0	28.0		
Q47NX5	50.0	50.0		
Q47NX5	60.0	60.0		
Q47NX5	65.0	65.0		
A0A3G4RHV5	65.0	65.0		
Q84UV8	20.0	20.0		
Q5GJ60	30.0	30.0		
Q1EG72	30.0	30.0		
P9WNW9	25.0	25.0		
P9WNW9	15.0	40.0		
F1C7I4	22.0	22.0		
Q8X1C8	52.0	52.0		
Q8X1C8	40.0	56.0		
Q07841	20.0	20.0		
Q7X3X5	40.0	40.0		
A3MWU9	90.0	90.0		
P40926	25.0	25.0		
Q8NN33	25.0	25.0		
A3DSX0	25.0	25.0		
P40925	25.0	25.0		
Q4VVC2	25.0	25.0		
Q07841	25.0	25.0		
P61889	30.0	30.0		
A3DSX0	30.0	30.0		
Q9SN86	30.0	30.0		
Q03ZZ4	30.0	30.0		
A0A0U3FQH7	70.0	70.0		
Q8NBP7	20.0	20.0		
A4KAG8	37.0	37.0		
A4KAG7	37.0	37.0		
P09936	22.0	22.0		
P09936	25.0	25.0		
P26162	30.0	30.0		
P0ACV0	30.0	30.0		
A4D0H5	30.0	30.0		
E2IHC5	30.0	30.0		
A8AAX2	90.0	90.0		
Q5JFW0	60.0	60.0		
Q57430	37.0	37.0		
Q8KN04	30.0	30.0		
Q9Y5R4	37.0	37.0		
P52888	37.0	37.0		
P24155	37.0	37.0		
A7YN26	60.0	60.0		
Q14703	37.0	37.0		
I7GFC6	37.0	37.0		
P9WPT5	37.0	37.0		
P63359	37.0	37.0		
Q9HUG8	37.0	37.0		
P60752	37.0	37.0		
A0A2N5WD20	30.0	30.0		
Q67PI3	30.0	30.0		
G1UII1	50.0	50.0		
G1UII1	60.0	60.0		
A0A0H2YQI3	40.0	40.0		
K0JCW6	50.0	50.0		
A0A0H2YQB3	60.0	60.0		
P04066	55.0	55.0		
Q9ESW4	30.0	30.0		
Q24K62	30.0	30.0		
B3EY95	25.0	25.0		
B3TZD8	30.0	30.0		
B3TZD9	30.0	30.0		
Q0VPF7	30.0	30.0		
W0PFR9	30.0	30.0		
P0AGE9	30.0	30.0		
P0A836	30.0	30.0		
Q0VPF8	30.0	30.0		
W0PAN5	30.0	30.0		
B1Y9F9	65.0	65.0		
B1Y9G0	65.0	65.0		
Q6C5M4	25.0	25.0		
P40345	30.0	30.0		
P05116	29.0	29.0		
P07920	29.0	29.0		
P24157	29.0	29.0		
Q00985	20.0	20.0		
P00439	25.0	25.0		
Q9XYQ5	25.0	25.0		
P04176	25.0	25.0		
P0A0A8	37.0	37.0		
Q39761	25.0	25.0		
Q972I2	25.0	25.0		
Q9YGB3	85.0	85.0		
Q9AW95	30.0	30.0		
Q1XBU5	30.0	30.0		
A2IBG2	45.0	45.0		
Q8H0F2	30.0	30.0		
Q72G76	65.0	65.0		
Q539C0	55.0	55.0		
Q83YY8	60.0	60.0		
P07941	50.0	50.0		
Q3ZEF0	37.0	37.0		
Q0R3W5	37.0	37.0		
B1VB64	37.0	37.0		
B1VB66	37.0	37.0		
B1VB65	37.0	37.0		
P18548	30.0	30.0		
P11935	30.0	30.0		
Q9UXR8	90.0	90.0		
B7J8J0	37.0	37.0		
Q9X0D0	60.0	60.0		
Q9FG67	32.0	32.0		
Q1M0P5	45.0	45.0		
Q9H5J4	37.0	37.0		
Q9RJ84	30.0	30.0		
Q1LRY0	37.0	37.0		
A1RVM8	70.0	70.0		
G8TCS8	37.0	37.0		
Q9ZAE1	65.0	65.0		
B2RLK2	37.0	37.0		
P21888	37.0	37.0		
Q9UWP2	37.0	37.0		
P35520	37.0	37.0		
P11411	25.0	25.0		
A0A1B2F298	30.0	30.0		
P14930	37.0	37.0		
Q9AL99	37.0	37.0		
Q9UJ68	37.0	37.0		
P54150	22.0	22.0		
A0A125T1T5	45.0	45.0		
M9NE76	25.0	25.0		
O07564	25.0	25.0		
A0A1B1Y261	25.0	25.0		
Q8GJ90	25.0	25.0		
Q8GJ90	22.0	22.0		
Q63R79	37.0	37.0		
P08897	37.0	37.0		
O28344	65.0	65.0		
P9WNP7	37.0	37.0		
C4IEM5	30.0	30.0		
Q84X96	30.0	30.0		
Q0KEY8	30.0	30.0		
Q84X95	30.0	30.0		
A4YDS4	70.0	70.0		
A4YDS4	65.0	65.0		
D3RXI4	85.0	85.0		
P34439	25.0	25.0		
Q0KEG0	35.0	40.0		
P25397	37.0	37.0		
Q3LIE5	37.0	37.0		
Q06ZW2	30.0	30.0		
Q6T1W7	50.0	55.0		
Q6T1W7	37.0	37.0		
Q09WE7	30.0	30.0		
Q9C5I1	37.0	37.0		
Q7Z2E3	25.0	37.0		
Q6Q3H3	30.0	30.0		
Q1PDD2	30.0	30.0		
Q6YN71	25.0	25.0		
Q9AR67	25.0	25.0		
A3DC06	60.0	60.0		
A3DC06	70.0	70.0		
Q00019	50.0	50.0		
I2FIL2	50.0	50.0		
W8VJU1	40.0	40.0		
Q12178	37.0	37.0		
P25524	37.0	37.0		
Q9UBV7	37.0	37.0		
K1QT40	37.0	37.0		
A0A0D1DYW4	40.0	40.0		
Q83V33	10.0	10.0		
P17443	37.0	37.0		
Q3HWU8	57.0	67.0		
A0A287BBZ0	25.0	25.0		
Q65MY7	40.0	40.0		
B5THG6	40.0	40.0		
Q52NW7	40.0	40.0		
W8QMJ2	50.0	50.0		
D0EPY0	50.0	50.0		
Q72J75	80.0	80.0		
Q8VU79	30.0	30.0		
O35535	37.0	37.0		
O70177	37.0	37.0		
P16303	37.0	37.0		
Q840T2	37.0	37.0		
