accession	tempOptimMin	tempOptimMax	tempMin	tempMax	path
Q5NHR1	37.0	37.0			PH/177/177416-0/AF-Q5NHR1-F1-model_v3.json.gz
Q5NII9	30.0	34.0			PH/177/177416-0/AF-Q5NII9-F1-model_v3.json.gz
Q6ARU5	30.0	30.0			PH/177/177439-0/AF-Q6ARU5-F1-model_v3.json.gz
Q9LBW5	30.0	30.0			PH/177/1777-0/AF-Q9LBW5-F1-model_v3.json.gz
A0A3E2N0G4	37.0	37.0			PH/178/1781-0/AF-A0A3E2N0G4-F1-model_v3.json.gz
Q8ZUN8	75.0	75.0			PH/178/178306-0/AF-Q8ZUN8-F1-model_v3.json.gz
Q8ZUP0	37.0	37.0			PH/178/178306-0/AF-Q8ZUP0-F1-model_v3.json.gz
Q8ZXE0	70.0	70.0			PH/178/178306-0/AF-Q8ZXE0-F1-model_v3.json.gz
Q8ZXM4	95.0	95.0			PH/178/178306-0/AF-Q8ZXM4-F1-model_v3.json.gz
Q1W0X8	22.0	22.0	30.0	60.0	PH/178/178616-0/AF-Q1W0X8-F1-model_v3.json.gz
A0A228BX09	30.0	30.0	16.0	40.0	PH/178/178876-0/AF-A0A228BX09-F1-model_v3.json.gz
A0A228BX09	32.0	37.0	16.0	40.0	PH/178/178876-0/AF-A0A228BX09-F1-model_v3.json.gz
D0U690	20.0	20.0			PH/178/178876-0/AF-D0U690-F1-model_v3.json.gz
A0A1B1NX89	30.0	30.0	20.0	35.0	PH/179/1790137-0/AF-A0A1B1NX89-F1-model_v3.json.gz
A0A1B1Y261	25.0	25.0			PH/179/1790137-0/AF-A0A1B1Y261-F1-model_v3.json.gz
A0A1B1Y7V0	40.0	40.0			PH/179/1790137-0/AF-A0A1B1Y7V0-F1-model_v3.json.gz
A0A1B1Y7V0	40.0	40.0			PH/179/1790137-0/AF-A0A1B1Y7V0-F1-model_v3.json.gz
A0A286JZ59	60.0	60.0			PH/179/1790243-0/AF-A0A286JZ59-F1-model_v3.json.gz
A0A286JZ59	30.0	30.0			PH/179/1790243-0/AF-A0A286JZ59-F1-model_v3.json.gz
Q6RGS1	40.0	40.0	10.0	40.0	PH/179/179288-0/AF-Q6RGS1-F1-model_v3.json.gz
A0A0F7JI94	33.0	33.0			PH/179/1795-0/AF-A0A0F7JI94-F1-model_v3.json.gz
A0A2P1IUY8	30.0	30.0			PH/179/1795-0/AF-A0A2P1IUY8-F1-model_v3.json.gz
A0A2P1IUZ1	30.0	30.0			PH/179/1795-0/AF-A0A2P1IUZ1-F1-model_v3.json.gz
A0A2P1IUZ5	40.0	40.0	25.0	50.0	PH/179/1795-0/AF-A0A2P1IUZ5-F1-model_v3.json.gz
A0A2P1IUZ5	30.0	30.0	25.0	50.0	PH/179/1795-0/AF-A0A2P1IUZ5-F1-model_v3.json.gz
C6KID9	30.0	30.0			PH/179/1795-0/AF-C6KID9-F1-model_v3.json.gz
C9E9N6	30.0	30.0			PH/179/1795-0/AF-C9E9N6-F1-model_v3.json.gz
D2Y640	33.0	33.0			PH/179/1795-0/AF-D2Y640-F1-model_v3.json.gz
H9NJ43	37.0	37.0			PH/179/1795-0/AF-H9NJ43-F1-model_v3.json.gz
H9NJ43	40.0	40.0			PH/179/1795-0/AF-H9NJ43-F1-model_v3.json.gz
H9NJ52	37.0	37.0			PH/179/1795-0/AF-H9NJ52-F1-model_v3.json.gz
H9NJ52	40.0	40.0			PH/179/1795-0/AF-H9NJ52-F1-model_v3.json.gz
Q93XJ2	30.0	30.0			PH/179/179837-0/AF-Q93XJ2-F1-model_v3.json.gz
D2E4A5	60.0	60.0	20.0	70.0	PH/180/180498-2/AF-D2E4A5-F1-model_v3.json.gz
D3GC00			47.7	47.7	PH/180/180498-2/AF-D3GC00-F1-model_v3.json.gz
D3GC00			50.5	50.5	PH/180/180498-2/AF-D3GC00-F1-model_v3.json.gz
H8YHP4	25.0	25.0			PH/180/180498-2/AF-H8YHP4-F1-model_v3.json.gz
Q0GA81	60.0	60.0			PH/180/180498-2/AF-Q0GA81-F1-model_v3.json.gz
A0A1J4YSL8	30.0	30.0	25.0	37.0	PH/180/1805218-0/AF-A0A1J4YSL8-F1-model_v3.json.gz
A0A1J4YSL8	30.0	30.0	37.0	37.0	PH/180/1805218-0/AF-A0A1J4YSL8-F1-model_v3.json.gz
L7QI79	30.0	30.0			PH/180/180581-0/AF-L7QI79-F1-model_v3.json.gz
Q8W1W9	30.0	30.0			PH/180/180675-5/AF-Q8W1W9-F1-model_v3.json.gz
Q7B8C3	37.0	37.0			PH/180/180850-0/AF-Q7B8C3-F1-model_v3.json.gz
Q8KTW6	37.0	37.0			PH/180/180853-0/AF-Q8KTW6-F1-model_v3.json.gz
A9P7G2	50.0	50.0			PH/180/180855-0/AF-A9P7G2-F1-model_v3.json.gz
Q8KTX1	37.0	37.0			PH/180/180855-0/AF-Q8KTX1-F1-model_v3.json.gz
A9P7G3	50.0	50.0			PH/180/180860-0/AF-A9P7G3-F1-model_v3.json.gz
Q8KTW5	37.0	37.0			PH/180/180862-0/AF-Q8KTW5-F1-model_v3.json.gz
Q8KTW7	37.0	37.0			PH/180/180869-0/AF-Q8KTW7-F1-model_v3.json.gz
Q8KTW8	37.0	37.0			PH/180/180883-0/AF-Q8KTW8-F1-model_v3.json.gz
P51105	30.0	30.0			PH/181/18101-0/AF-P51105-F1-model_v3.json.gz
Q38L00	30.0	30.0			PH/181/18101-0/AF-Q38L00-F1-model_v3.json.gz
P80175	45.0	45.0			PH/181/1814-0/AF-P80175-F1-model_v3.json.gz
Q6LA34	90.0	90.0	30.0	100.0	PH/181/181486-0/AF-Q6LA34-F1-model_v3.json.gz
Q8NKS0	70.0	70.0	30.0	90.0	PH/181/181486-0/AF-Q8NKS0-F1-model_v3.json.gz
Q8NKS0	90.0	90.0	30.0	90.0	PH/181/181486-0/AF-Q8NKS0-F1-model_v3.json.gz
A0A2U8JPY3	30.0	30.0			PH/181/181762-0/AF-A0A2U8JPY3-F1-model_v3.json.gz
A0A2U8JPY3	30.0	30.0			PH/181/181762-0/AF-A0A2U8JPY3-F1-model_v3.json.gz
P0DPA8	40.0	40.0			PH/181/181762-0/AF-P0DPA8-F1-model_v3.json.gz
A8W969	40.0	40.0			PH/182/182262-0/AF-A8W969-F1-model_v3.json.gz
A8W969	30.0	30.0			PH/182/182262-0/AF-A8W969-F1-model_v3.json.gz
Q8GI81	30.0	30.0			PH/182/182708-0/AF-Q8GI81-F1-model_v3.json.gz
A0A1E1FNX1	45.0	45.0			PH/182/1827093-0/AF-A0A1E1FNX1-F1-model_v3.json.gz
A9YZY0	30.0	30.0			PH/182/182774-0/AF-A9YZY0-F1-model_v3.json.gz
A4LA85	45.0	45.0			PH/182/1829-1/AF-A4LA85-F1-model_v3.json.gz
A4LA85	25.0	25.0			PH/182/1829-1/AF-A4LA85-F1-model_v3.json.gz
F1CMX0	22.0	22.0			PH/182/1829-1/AF-F1CMX0-F1-model_v3.json.gz
F1CMY8	22.0	22.0			PH/182/1829-1/AF-F1CMY8-F1-model_v3.json.gz
P21219	25.0	25.0			PH/182/1829-1/AF-P21219-F1-model_v3.json.gz
P21220	25.0	25.0			PH/182/1829-1/AF-P21220-F1-model_v3.json.gz
P29378	25.0	25.0			PH/182/1829-1/AF-P29378-F1-model_v3.json.gz
P29378	35.0	35.0			PH/182/1829-1/AF-P29378-F1-model_v3.json.gz
P29379	25.0	25.0			PH/182/1829-1/AF-P29379-F1-model_v3.json.gz
P29379	35.0	35.0			PH/182/1829-1/AF-P29379-F1-model_v3.json.gz
Q02068	50.0	50.0			PH/182/1829-1/AF-Q02068-F1-model_v3.json.gz
Q03217	45.0	45.0			PH/182/1829-1/AF-Q03217-F1-model_v3.json.gz
Q52TE7	22.0	25.0			PH/183/1830-1/AF-Q52TE7-F1-model_v3.json.gz
O33853	37.0	37.0			PH/183/1831-2/AF-O33853-F1-model_v3.json.gz
Q93TU6	30.0	30.0			PH/183/1831-2/AF-Q93TU6-F1-model_v3.json.gz
Q93TU6	25.0	25.0			PH/183/1831-2/AF-Q93TU6-F1-model_v3.json.gz
A0A0C6DRW4	30.0	30.0			PH/183/1833-0/AF-A0A0C6DRW4-F1-model_v3.json.gz
A0A0C6DRW4	30.0	35.0			PH/183/1833-0/AF-A0A0C6DRW4-F1-model_v3.json.gz
A0A0C6DRW4	35.0	35.0			PH/183/1833-0/AF-A0A0C6DRW4-F1-model_v3.json.gz
A0A0E4A9D6	45.0	45.0			PH/183/1833-0/AF-A0A0E4A9D6-F1-model_v3.json.gz
A0A0E4A9D6	55.0	55.0			PH/183/1833-0/AF-A0A0E4A9D6-F1-model_v3.json.gz
A0SWL2	30.0	30.0			PH/183/1833-3/AF-A0SWL2-F1-model_v3.json.gz
A0SWL2	37.0	37.0			PH/183/1833-3/AF-A0SWL2-F1-model_v3.json.gz
A1IG83	37.0	37.0			PH/183/1833-3/AF-A1IG83-F1-model_v3.json.gz
A7LCL0	25.0	40.0			PH/183/1833-3/AF-A7LCL0-F1-model_v3.json.gz
A7LCL1	25.0	40.0			PH/183/1833-3/AF-A7LCL1-F1-model_v3.json.gz
A7LCL1	40.0	40.0			PH/183/1833-3/AF-A7LCL1-F1-model_v3.json.gz
B4XEY3	55.0	55.0			PH/183/1833-3/AF-B4XEY3-F1-model_v3.json.gz
H2ER19	30.0	30.0			PH/183/1833-3/AF-H2ER19-F1-model_v3.json.gz
M4N626	30.0	30.0	10.0	50.0	PH/183/1833-3/AF-M4N626-F1-model_v3.json.gz
M4N626	25.0	25.0	10.0	50.0	PH/183/1833-3/AF-M4N626-F1-model_v3.json.gz
P22984	30.0	30.0			PH/183/1833-3/AF-P22984-F1-model_v3.json.gz
Q4F895	47.5	47.5			PH/183/1833-3/AF-Q4F895-F1-model_v3.json.gz
Q6WE15	30.0	35.0			PH/183/1833-3/AF-Q6WE15-F1-model_v3.json.gz
Q6WE15	35.0	35.0			PH/183/1833-3/AF-Q6WE15-F1-model_v3.json.gz
Q6XMT1	30.0	30.0			PH/183/1833-3/AF-Q6XMT1-F1-model_v3.json.gz
Q6XMT2	30.0	30.0			PH/183/1833-3/AF-Q6XMT2-F1-model_v3.json.gz
Q9EUT9	30.0	30.0			PH/183/1833-3/AF-Q9EUT9-F1-model_v3.json.gz
Q9RA02	30.0	30.0			PH/183/1833-3/AF-Q9RA02-F1-model_v3.json.gz
Q9RA02	37.0	37.0			PH/183/1833-3/AF-Q9RA02-F1-model_v3.json.gz
Q9ZAG3	50.0	50.0			PH/183/1833-3/AF-Q9ZAG3-F1-model_v3.json.gz
Q9ZAG3	30.0	37.0			PH/183/1833-3/AF-Q9ZAG3-F1-model_v3.json.gz
Q9ZAG3	30.0	30.0			PH/183/1833-3/AF-Q9ZAG3-F1-model_v3.json.gz
A0A165W3F6	50.0	50.0			PH/183/1835742-0/AF-A0A165W3F6-F1-model_v3.json.gz
A9ZPH9	45.0	45.0	35.0	55.0	PH/184/184077-0/AF-A9ZPH9-F1-model_v3.json.gz
Q8X1D1	45.0	45.0			PH/184/184115-0/AF-Q8X1D1-F1-model_v3.json.gz
A0A167KLN5	60.0	60.0	40.0	70.0	PH/184/1841543-0/AF-A0A167KLN5-F1-model_v3.json.gz
Q7WT42	45.0	45.0			PH/184/184230-0/AF-Q7WT42-F1-model_v3.json.gz
A0A1J4N453	55.0	55.0			PH/184/1844-0/AF-A0A1J4N453-F1-model_v3.json.gz
Q7SID2	28.0	28.0			PH/184/1848-0/AF-Q7SID2-F1-model_v3.json.gz
Q7SID2	25.0	25.0			PH/184/1848-0/AF-Q7SID2-F1-model_v3.json.gz
Q7SID2	20.0	20.0			PH/184/1848-0/AF-Q7SID2-F1-model_v3.json.gz
Q7SID2	55.0	55.0			PH/184/1848-0/AF-Q7SID2-F1-model_v3.json.gz
Q7SID2	50.0	50.0			PH/184/1848-0/AF-Q7SID2-F1-model_v3.json.gz
Q7SID3	28.0	28.0			PH/184/1848-0/AF-Q7SID3-F1-model_v3.json.gz
Q7SID3	25.0	25.0			PH/184/1848-0/AF-Q7SID3-F1-model_v3.json.gz
Q7SID3	20.0	20.0			PH/184/1848-0/AF-Q7SID3-F1-model_v3.json.gz
Q7SID3	55.0	55.0			PH/184/1848-0/AF-Q7SID3-F1-model_v3.json.gz
Q7SID3	50.0	50.0			PH/184/1848-0/AF-Q7SID3-F1-model_v3.json.gz
Q8LP20	30.0	30.0			PH/184/184877-0/AF-Q8LP20-F1-model_v3.json.gz
A0A0H3WKG6	50.0	50.0	30.0	80.0	PH/184/184914-0/AF-A0A0H3WKG6-F1-model_v3.json.gz
S5YYL9	22.0	30.0			PH/184/184914-1/AF-S5YYL9-F1-model_v3.json.gz
A8B3D3	37.0	37.0			PH/184/184922-0/AF-A8B3D3-F1-model_v3.json.gz
A8BBP6	25.0	25.0			PH/184/184922-0/AF-A8BBP6-F1-model_v3.json.gz
A8BIC5	26.0	26.0			PH/184/184922-0/AF-A8BIC5-F1-model_v3.json.gz
A8BIC5	26.0	26.0			PH/184/184922-0/AF-A8BIC5-F1-model_v3.json.gz
A8BWM5	37.0	42.5	49.3	49.3	PH/184/184922-0/AF-A8BWM5-F1-model_v3.json.gz
A0A2P1MAF4	50.0	50.0			PH/184/1849818-0/AF-A0A2P1MAF4-F1-model_v3.json.gz
A0A2P1MAF4	60.0	60.0			PH/184/1849818-0/AF-A0A2P1MAF4-F1-model_v3.json.gz
Q9KJ20	37.0	37.0			PH/185/1850-0/AF-Q9KJ20-F1-model_v3.json.gz
T1SP91	70.0	70.0	50.0	80.0	PH/185/1852-0/AF-T1SP91-F1-model_v3.json.gz
B0FZD9	35.0	35.0			PH/185/185212-0/AF-B0FZD9-F1-model_v3.json.gz
B0FZD9	37.0	37.0			PH/185/185212-0/AF-B0FZD9-F1-model_v3.json.gz
Q76LL4	30.0	30.0			PH/185/185238-0/AF-Q76LL4-F1-model_v3.json.gz
Q381M1	27.0	27.0			PH/185/185431-0/AF-Q381M1-F1-model_v3.json.gz
Q38BX0	37.0	37.0			PH/185/185431-0/AF-Q38BX0-F1-model_v3.json.gz
Q38DE2	24.0	24.0			PH/185/185431-0/AF-Q38DE2-F1-model_v3.json.gz
Q38EV2	28.0	37.0			PH/185/185431-0/AF-Q38EV2-F1-model_v3.json.gz
Q4GZD1	37.0	37.0			PH/185/185431-0/AF-Q4GZD1-F1-model_v3.json.gz
Q57U24	22.0	22.0			PH/185/185431-0/AF-Q57U24-F1-model_v3.json.gz
Q57VC7	50.0	50.0	30.0	80.0	PH/185/185431-0/AF-Q57VC7-F1-model_v3.json.gz
Q57VC7	55.0	55.0	30.0	80.0	PH/185/185431-0/AF-Q57VC7-F1-model_v3.json.gz
Q57Z14	37.0	37.0			PH/185/185431-0/AF-Q57Z14-F1-model_v3.json.gz
Q57ZS7	38.0	38.0	15.0	50.0	PH/185/185431-0/AF-Q57ZS7-F1-model_v3.json.gz
Q580R7	22.0	22.0			PH/185/185431-0/AF-Q580R7-F1-model_v3.json.gz
Q581U6	25.0	25.0			PH/185/185431-0/AF-Q581U6-F1-model_v3.json.gz
Q583R7	37.0	37.0			PH/185/185431-0/AF-Q583R7-F1-model_v3.json.gz
Q583R7	37.0	37.0			PH/185/185431-0/AF-Q583R7-F1-model_v3.json.gz
Q586W9	37.0	37.0			PH/185/185431-0/AF-Q586W9-F1-model_v3.json.gz
A0A191T887	37.0	37.0			PH/185/1856644-0/AF-A0A191T887-F1-model_v3.json.gz
A0A191T893	37.0	37.0			PH/185/1856645-0/AF-A0A191T893-F1-model_v3.json.gz
A0A1B3EB36	22.0	22.0			PH/185/1856685-0/AF-A0A1B3EB36-F1-model_v3.json.gz
A0A1Y3Q6Q6	65.0	65.0			PH/185/1858795-0/AF-A0A1Y3Q6Q6-F1-model_v3.json.gz
Q12737	30.0	60.0			PH/185/1859699-0/AF-Q12737-F1-model_v3.json.gz
Q12737	40.0	40.0			PH/185/1859699-0/AF-Q12737-F1-model_v3.json.gz
D2YZL5	50.0	50.0	30.0	65.0	PH/186/186125-0/AF-D2YZL5-F1-model_v3.json.gz
M5AIH9	30.0	30.0			PH/186/186125-0/AF-M5AIH9-F1-model_v3.json.gz
A0A192GPZ8	20.0	20.0	4.0	70.0	PH/186/1861974-0/AF-A0A192GPZ8-F1-model_v3.json.gz
E7FHC0	90.0	90.0	60.0	100.0	PH/186/186497-0/AF-E7FHC0-F1-model_v3.json.gz
E7FHL9	37.0	37.0			PH/186/186497-0/AF-E7FHL9-F1-model_v3.json.gz
E7FHU4	80.0	80.0			PH/186/186497-0/AF-E7FHU4-F1-model_v3.json.gz
E7FHU4	80.0	80.0			PH/186/186497-0/AF-E7FHU4-F1-model_v3.json.gz
E7FHU4	80.0	80.0			PH/186/186497-0/AF-E7FHU4-F1-model_v3.json.gz
E7FHX4	60.0	60.0			PH/186/186497-0/AF-E7FHX4-F1-model_v3.json.gz
E7FHX6	80.0	80.0			PH/186/186497-0/AF-E7FHX6-F1-model_v3.json.gz
E7FHY4	85.0	85.0			PH/186/186497-0/AF-E7FHY4-F1-model_v3.json.gz
E7FHY8	80.0	80.0			PH/186/186497-0/AF-E7FHY8-F1-model_v3.json.gz
E7FI44	80.0	80.0			PH/186/186497-0/AF-E7FI44-F1-model_v3.json.gz
E7FI44	80.0	80.0			PH/186/186497-0/AF-E7FI44-F1-model_v3.json.gz
E7FI44	80.0	80.0			PH/186/186497-0/AF-E7FI44-F1-model_v3.json.gz
E7FI45	55.0	55.0			PH/186/186497-0/AF-E7FI45-F1-model_v3.json.gz
O73944	90.0	90.0	75.0	105.0	PH/186/186497-0/AF-O73944-F1-model_v3.json.gz
P42850	50.0	50.0			PH/186/186497-0/AF-P42850-F1-model_v3.json.gz
P50251	95.0	95.0	75.0	105.0	PH/186/186497-0/AF-P50251-F1-model_v3.json.gz
P50251	80.0	80.0	75.0	105.0	PH/186/186497-0/AF-P50251-F1-model_v3.json.gz
P56709	70.0	70.0			PH/186/186497-0/AF-P56709-F1-model_v3.json.gz
P56709	60.0	60.0			PH/186/186497-0/AF-P56709-F1-model_v3.json.gz
P58314	50.0	50.0			PH/186/186497-0/AF-P58314-F1-model_v3.json.gz
P61879	50.0	50.0			PH/186/186497-0/AF-P61879-F1-model_v3.json.gz
P61883	50.0	50.0			PH/186/186497-0/AF-P61883-F1-model_v3.json.gz
P80319	97.0	97.0			PH/186/186497-0/AF-P80319-F1-model_v3.json.gz
P81409	80.0	80.0	70.0	85.0	PH/186/186497-0/AF-P81409-F1-model_v3.json.gz
P81409	75.0	75.0	70.0	85.0	PH/186/186497-0/AF-P81409-F1-model_v3.json.gz
P81535	100.0	100.0			PH/186/186497-0/AF-P81535-F1-model_v3.json.gz
P81535	97.0	97.0			PH/186/186497-0/AF-P81535-F1-model_v3.json.gz
P81535	80.0	100.0			PH/186/186497-0/AF-P81535-F1-model_v3.json.gz
P83194	50.0	50.0	70.0	115.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	50.0	50.0	70.0	110.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	50.0	50.0	40.0	98.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	90.0	90.0	70.0	115.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	90.0	90.0	70.0	110.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	90.0	90.0	40.0	98.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	95.0	95.0	70.0	115.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	95.0	95.0	70.0	110.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P83194	95.0	95.0	40.0	98.0	PH/186/186497-0/AF-P83194-F1-model_v3.json.gz
P95474	60.0	60.0			PH/186/186497-0/AF-P95474-F1-model_v3.json.gz
P95474	80.0	80.0			PH/186/186497-0/AF-P95474-F1-model_v3.json.gz
P95479	25.0	25.0			PH/186/186497-0/AF-P95479-F1-model_v3.json.gz
Q3HUR2	95.0	95.0			PH/186/186497-0/AF-Q3HUR2-F1-model_v3.json.gz
Q51732	70.0	70.0			PH/186/186497-0/AF-Q51732-F1-model_v3.json.gz
Q51732	85.0	85.0			PH/186/186497-0/AF-Q51732-F1-model_v3.json.gz
Q51739	80.0	80.0			PH/186/186497-0/AF-Q51739-F1-model_v3.json.gz
Q51739	60.0	60.0			PH/186/186497-0/AF-Q51739-F1-model_v3.json.gz
Q51742	60.0	60.0			PH/186/186497-0/AF-Q51742-F1-model_v3.json.gz
Q51742	37.0	37.0			PH/186/186497-0/AF-Q51742-F1-model_v3.json.gz
Q51799	100.0	100.0	25.0	25.0	PH/186/186497-0/AF-Q51799-F1-model_v3.json.gz
Q51803	100.0	100.0	25.0	25.0	PH/186/186497-0/AF-Q51803-F1-model_v3.json.gz
Q51804	100.0	100.0	25.0	25.0	PH/186/186497-0/AF-Q51804-F1-model_v3.json.gz
Q51805	100.0	100.0	25.0	25.0	PH/186/186497-0/AF-Q51805-F1-model_v3.json.gz
Q8TZE8	37.0	37.0			PH/186/186497-0/AF-Q8TZE8-F1-model_v3.json.gz
Q8TZE8	80.0	80.0			PH/186/186497-0/AF-Q8TZE8-F1-model_v3.json.gz
Q8TZH9	100.0	100.0			PH/186/186497-0/AF-Q8TZH9-F1-model_v3.json.gz
Q8TZI9	70.0	70.0	30.0	80.0	PH/186/186497-0/AF-Q8TZI9-F1-model_v3.json.gz
Q8TZI9	70.0	70.0	80.0	80.0	PH/186/186497-0/AF-Q8TZI9-F1-model_v3.json.gz
Q8TZI9	55.0	55.0	30.0	80.0	PH/186/186497-0/AF-Q8TZI9-F1-model_v3.json.gz
Q8TZI9	55.0	55.0	80.0	80.0	PH/186/186497-0/AF-Q8TZI9-F1-model_v3.json.gz
Q8TZJ1	60.0	60.0	40.0	80.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	60.0	60.0	50.0	80.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	60.0	60.0	66.0	90.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	80.0	80.0	40.0	80.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	80.0	80.0	50.0	80.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	80.0	80.0	66.0	90.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	66.0	66.0	40.0	80.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	66.0	66.0	50.0	80.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZJ1	66.0	66.0	66.0	90.0	PH/186/186497-0/AF-Q8TZJ1-F1-model_v3.json.gz
Q8TZL5	50.0	50.0			PH/186/186497-0/AF-Q8TZL5-F1-model_v3.json.gz
Q8TZL6	88.0	88.0	40.0	98.0	PH/186/186497-0/AF-Q8TZL6-F1-model_v3.json.gz
Q8TZM9	100.0	100.0			PH/186/186497-0/AF-Q8TZM9-F1-model_v3.json.gz
Q8TZP8	85.0	85.0			PH/186/186497-0/AF-Q8TZP8-F1-model_v3.json.gz
Q8TZW1	90.0	90.0	70.0	105.0	PH/186/186497-0/AF-Q8TZW1-F1-model_v3.json.gz
Q8TZW1	80.0	80.0	70.0	105.0	PH/186/186497-0/AF-Q8TZW1-F1-model_v3.json.gz
Q8TZW4	100.0	100.0	60.0	100.0	PH/186/186497-0/AF-Q8TZW4-F1-model_v3.json.gz
Q8TZY2	55.0	55.0			PH/186/186497-0/AF-Q8TZY2-F1-model_v3.json.gz
Q8U022	50.0	50.0			PH/186/186497-0/AF-Q8U022-F1-model_v3.json.gz
Q8U036	50.0	50.0			PH/186/186497-0/AF-Q8U036-F1-model_v3.json.gz
Q8U062	75.0	75.0			PH/186/186497-0/AF-Q8U062-F1-model_v3.json.gz
Q8U063	75.0	75.0			PH/186/186497-0/AF-Q8U063-F1-model_v3.json.gz
Q8U0A8			90.0	90.0	PH/186/186497-0/AF-Q8U0A8-F1-model_v3.json.gz
Q8U0A9	60.0	60.0			PH/186/186497-0/AF-Q8U0A9-F1-model_v3.json.gz
Q8U0N7			22.0	95.0	PH/186/186497-0/AF-Q8U0N7-F1-model_v3.json.gz
Q8U0Q0	80.0	80.0			PH/186/186497-0/AF-Q8U0Q0-F1-model_v3.json.gz
Q8U0Z6	60.0	60.0			PH/186/186497-0/AF-Q8U0Z6-F1-model_v3.json.gz
Q8U0Z7	60.0	60.0			PH/186/186497-0/AF-Q8U0Z7-F1-model_v3.json.gz
Q8U0Z8	60.0	60.0			PH/186/186497-0/AF-Q8U0Z8-F1-model_v3.json.gz
Q8U144	80.0	80.0			PH/186/186497-0/AF-Q8U144-F1-model_v3.json.gz
Q8U1G2	50.0	50.0			PH/186/186497-0/AF-Q8U1G2-F1-model_v3.json.gz
Q8U1H5	50.0	50.0			PH/186/186497-0/AF-Q8U1H5-F1-model_v3.json.gz
Q8U1M0	85.0	85.0			PH/186/186497-0/AF-Q8U1M0-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1P6	75.0	75.0	40.0	85.0	PH/186/186497-0/AF-Q8U1P6-F1-model_v3.json.gz
Q8U1Z6	80.0	80.0			PH/186/186497-0/AF-Q8U1Z6-F1-model_v3.json.gz
Q8U1Z6	80.0	80.0			PH/186/186497-0/AF-Q8U1Z6-F1-model_v3.json.gz
Q8U248	70.0	70.0			PH/186/186497-0/AF-Q8U248-F1-model_v3.json.gz
Q8U259	70.0	70.0			PH/186/186497-0/AF-Q8U259-F1-model_v3.json.gz
Q8U263	60.0	60.0	60.0	100.0	PH/186/186497-0/AF-Q8U263-F1-model_v3.json.gz
Q8U263	60.0	60.0	70.0	80.0	PH/186/186497-0/AF-Q8U263-F1-model_v3.json.gz
Q8U263	75.0	75.0	60.0	100.0	PH/186/186497-0/AF-Q8U263-F1-model_v3.json.gz
Q8U263	75.0	75.0	70.0	80.0	PH/186/186497-0/AF-Q8U263-F1-model_v3.json.gz
Q8U263	90.0	90.0	60.0	100.0	PH/186/186497-0/AF-Q8U263-F1-model_v3.json.gz
Q8U263	90.0	90.0	70.0	80.0	PH/186/186497-0/AF-Q8U263-F1-model_v3.json.gz
Q8U2A4	75.0	78.0	60.0	95.0	PH/186/186497-0/AF-Q8U2A4-F1-model_v3.json.gz
Q8U2A4	85.0	85.0	60.0	95.0	PH/186/186497-0/AF-Q8U2A4-F1-model_v3.json.gz
Q8U2E4	80.0	80.0			PH/186/186497-0/AF-Q8U2E4-F1-model_v3.json.gz
Q8U2E4	80.0	80.0			PH/186/186497-0/AF-Q8U2E4-F1-model_v3.json.gz
Q8U2E4	80.0	80.0			PH/186/186497-0/AF-Q8U2E4-F1-model_v3.json.gz
