accession	tempOptimMin	tempOptimMax	tempMin	tempMax	path
A0A075Q354	45.0	50.0			PH/339/33996-0/AF-A0A075Q354-F1-model_v3.json.gz
Q43998	30.0	30.0			PH/339/33996-0/AF-Q43998-F1-model_v3.json.gz
P56601	37.0	37.0			PH/34-/34-3/AF-P56601-F1-model_v3.json.gz
Q9S434	22.0	22.0			PH/34-/34-4/AF-Q9S434-F1-model_v3.json.gz
Q8GCH2	20.0	20.0			PH/340/340-0/AF-Q8GCH2-F1-model_v3.json.gz
A9IEH0	50.0	50.0			PH/340/340100-0/AF-A9IEH0-F1-model_v3.json.gz
A9IEH2	50.0	50.0			PH/340/340100-0/AF-A9IEH2-F1-model_v3.json.gz
A4WMH3	90.0	90.0	80.0	80.0	PH/340/340102-0/AF-A4WMH3-F1-model_v3.json.gz
A0A0S2PJI4	28.0	28.0			PH/340/340170-0/AF-A0A0S2PJI4-F1-model_v3.json.gz
S4WCW2	28.0	28.0			PH/340/340170-0/AF-S4WCW2-F1-model_v3.json.gz
Q3HSE4	30.0	30.0			PH/340/340175-0/AF-Q3HSE4-F1-model_v3.json.gz
A4QB65	30.0	30.0			PH/340/340322-0/AF-A4QB65-F1-model_v3.json.gz
A4QB65	30.0	30.0			PH/340/340322-0/AF-A4QB65-F1-model_v3.json.gz
B3TPQ6	24.0	26.0			PH/340/3406-0/AF-B3TPQ6-F1-model_v3.json.gz
H8WR05	55.0	55.0			PH/340/34073-6/AF-H8WR05-F1-model_v3.json.gz
A0A140CUL9	30.0	30.0	20.0	40.0	PH/340/34087-0/AF-A0A140CUL9-F1-model_v3.json.gz
Q0CBM7	50.0	50.0			PH/341/341663-0/AF-Q0CBM7-F1-model_v3.json.gz
Q0CDD9	55.0	55.0	30.0	65.0	PH/341/341663-0/AF-Q0CDD9-F1-model_v3.json.gz
Q0CFW4	55.0	55.0			PH/341/341663-0/AF-Q0CFW4-F1-model_v3.json.gz
Q0CQ16	37.0	37.0			PH/341/341663-0/AF-Q0CQ16-F1-model_v3.json.gz
C3PTS8	30.0	30.0			PH/341/341669-0/AF-C3PTS8-F1-model_v3.json.gz
Q4A041	37.0	37.0			PH/342/342451-0/AF-Q4A041-F1-model_v3.json.gz
Q8W405	45.0	45.0			PH/342/34254-0/AF-Q8W405-F1-model_v3.json.gz
Q8W405	30.0	30.0			PH/342/34254-0/AF-Q8W405-F1-model_v3.json.gz
Q06ZW2	30.0	30.0			PH/342/34256-0/AF-Q06ZW2-F1-model_v3.json.gz
Q5CAF4	30.0	30.0			PH/342/34256-0/AF-Q5CAF4-F1-model_v3.json.gz
Q6WAU1	25.0	25.0			PH/342/34256-0/AF-Q6WAU1-F1-model_v3.json.gz
B8K1W1	80.0	80.0	60.0	90.0	PH/342/342561-0/AF-B8K1W1-F1-model_v3.json.gz
A7J1X3	80.0	80.0	70.0	95.0	PH/342/342948-0/AF-A7J1X3-F1-model_v3.json.gz
Q2QC88	80.0	80.0	40.0	80.0	PH/342/342948-0/AF-Q2QC88-F1-model_v3.json.gz
Q2QC90	80.0	80.0	30.0	100.0	PH/342/342948-0/AF-Q2QC90-F1-model_v3.json.gz
Q2QC92	100.0	100.0	50.0	50.0	PH/342/342948-0/AF-Q2QC92-F1-model_v3.json.gz
Q2QC92	100.0	100.0	40.0	40.0	PH/342/342948-0/AF-Q2QC92-F1-model_v3.json.gz
A7DX12	4.0	4.0			PH/343/34305-0/AF-A7DX12-F1-model_v3.json.gz
A7DX13	4.0	4.0			PH/343/34305-0/AF-A7DX13-F1-model_v3.json.gz
A0A2Z5V6P3	30.0	30.0			PH/343/34316-0/AF-A0A2Z5V6P3-F1-model_v3.json.gz
A0A2Z5V6P8	30.0	30.0			PH/343/34316-0/AF-A0A2Z5V6P8-F1-model_v3.json.gz
A0A2Z5V6P9	30.0	30.0			PH/343/34316-0/AF-A0A2Z5V6P9-F1-model_v3.json.gz
A0A2Z5VC92	30.0	30.0			PH/343/34316-0/AF-A0A2Z5VC92-F1-model_v3.json.gz
A0A5H2WVH6	30.0	30.0			PH/343/34316-0/AF-A0A5H2WVH6-F1-model_v3.json.gz
A0A5H2WXM2	30.0	30.0			PH/343/34316-0/AF-A0A5H2WXM2-F1-model_v3.json.gz
A0A5H2WZU5	30.0	30.0			PH/343/34316-0/AF-A0A5H2WZU5-F1-model_v3.json.gz
A0A5H2X0F8	30.0	30.0			PH/343/34316-0/AF-A0A5H2X0F8-F1-model_v3.json.gz
A0A5H2X4C4	30.0	30.0			PH/343/34316-0/AF-A0A5H2X4C4-F1-model_v3.json.gz
Q4F867	25.0	25.0			PH/343/343250-0/AF-Q4F867-F1-model_v3.json.gz
A0A0C5GVW3	45.0	45.0			PH/343/343517-0/AF-A0A0C5GVW3-F1-model_v3.json.gz
A0A0C5GWS2	50.0	50.0	40.0	55.0	PH/343/343517-0/AF-A0A0C5GWS2-F1-model_v3.json.gz
A0A0F6NWE3	60.0	60.0			PH/343/343517-0/AF-A0A0F6NWE3-F1-model_v3.json.gz
A0A0F6NWE3	55.0	55.0			PH/343/343517-0/AF-A0A0F6NWE3-F1-model_v3.json.gz
A0A0K1P4J7	55.0	55.0			PH/343/343517-0/AF-A0A0K1P4J7-F1-model_v3.json.gz
A7U7M0	65.0	65.0			PH/343/34356-0/AF-A7U7M0-F1-model_v3.json.gz
Q6R4Q9	22.0	22.0			PH/343/34364-0/AF-Q6R4Q9-F1-model_v3.json.gz
B3VPB2	50.0	50.0			PH/343/34381-0/AF-B3VPB2-F1-model_v3.json.gz
B3VPB2	50.0	50.0			PH/343/34381-0/AF-B3VPB2-F1-model_v3.json.gz
A0A075B5G4			50.0	50.0	PH/344/34413-0/AF-A0A075B5G4-F1-model_v3.json.gz
A0A076JRL8	60.0	60.0			PH/344/34413-0/AF-A0A076JRL8-F1-model_v3.json.gz
A0A0F7Q1T8	70.0	70.0			PH/344/34413-0/AF-A0A0F7Q1T8-F1-model_v3.json.gz
A0A0U2RV57	55.0	55.0			PH/344/34413-0/AF-A0A0U2RV57-F1-model_v3.json.gz
A0A191KCR0	55.0	55.0	40.0	60.0	PH/344/34413-0/AF-A0A191KCR0-F1-model_v3.json.gz
A0A191KCR1	60.0	60.0	50.0	65.0	PH/344/34413-0/AF-A0A191KCR1-F1-model_v3.json.gz
A0A191KCR2	50.0	55.0	40.0	60.0	PH/344/34413-0/AF-A0A191KCR2-F1-model_v3.json.gz
Q9C1S9	50.0	50.0			PH/344/34413-0/AF-Q9C1S9-F1-model_v3.json.gz
Q9P8H5	40.0	40.0			PH/344/34413-0/AF-Q9P8H5-F1-model_v3.json.gz
A2A1A1	30.0	30.0			PH/344/3442-0/AF-A2A1A1-F1-model_v3.json.gz
E3WDH1	30.0	30.0			PH/344/3442-0/AF-E3WDH1-F1-model_v3.json.gz
Q9LEL5	30.0	30.0			PH/344/3442-0/AF-Q9LEL5-F1-model_v3.json.gz
Q9LEL6	30.0	30.0			PH/344/3442-0/AF-Q9LEL6-F1-model_v3.json.gz
Q1AG35	37.0	37.0			PH/344/344611-0/AF-Q1AG35-F1-model_v3.json.gz
A0A0H3AFW5	37.0	37.0			PH/345/345073-0/AF-A0A0H3AFW5-F1-model_v3.json.gz
A0A0H3AMA6	20.0	20.0			PH/345/345073-0/AF-A0A0H3AMA6-F1-model_v3.json.gz
A5EYI0	45.0	45.0	22.0	70.0	PH/345/345073-0/AF-A5EYI0-F1-model_v3.json.gz
A5F1V0	20.0	20.0			PH/345/345073-0/AF-A5F1V0-F1-model_v3.json.gz
A5F5P5	20.0	20.0			PH/345/345073-0/AF-A5F5P5-F1-model_v3.json.gz
A5F5Y3	37.0	37.0			PH/345/345073-0/AF-A5F5Y3-F1-model_v3.json.gz
D2KBH9	37.0	37.0			PH/345/34508-3/AF-D2KBH9-F1-model_v3.json.gz
A8CF74	22.0	22.0			PH/345/345341-0/AF-A8CF74-F1-model_v3.json.gz
B0LS89	50.0	50.0			PH/346/346331-0/AF-B0LS89-F1-model_v3.json.gz
B0LV85	55.0	60.0			PH/346/346414-0/AF-B0LV85-F1-model_v3.json.gz
P86100	37.0	37.0			PH/346/34649-0/AF-P86100-F1-model_v3.json.gz
P86100	50.0	50.0			PH/346/34649-0/AF-P86100-F1-model_v3.json.gz
D5JWB3	22.0	22.0			PH/346/3467-0/AF-D5JWB3-F1-model_v3.json.gz
P30986	37.0	37.0	30.0	50.0	PH/346/3467-0/AF-P30986-F1-model_v3.json.gz
A0A1C9U5X5	30.0	30.0			PH/346/3469-0/AF-A0A1C9U5X5-F1-model_v3.json.gz
A0A4P2SMY1	30.0	30.0			PH/346/3469-0/AF-A0A4P2SMY1-F1-model_v3.json.gz
B1NF18	37.0	37.0			PH/346/3469-4/AF-B1NF18-F1-model_v3.json.gz
B1NF18	30.0	30.0			PH/346/3469-4/AF-B1NF18-F1-model_v3.json.gz
I3PLR0	30.0	30.0			PH/346/3469-4/AF-I3PLR0-F1-model_v3.json.gz
Q071N0	30.0	35.0	20.0	40.0	PH/346/3469-4/AF-Q071N0-F1-model_v3.json.gz
Q108P1	37.0	37.0	4.0	50.0	PH/346/3469-4/AF-Q108P1-F1-model_v3.json.gz
Q6WUC2	37.0	37.0			PH/346/3469-4/AF-Q6WUC2-F1-model_v3.json.gz
Q6WUC2	39.0	39.0			PH/346/3469-4/AF-Q6WUC2-F1-model_v3.json.gz
Q6WUC2	37.0	41.0			PH/346/3469-4/AF-Q6WUC2-F1-model_v3.json.gz
Q8VWE9	30.0	30.0			PH/346/3469-4/AF-Q8VWE9-F1-model_v3.json.gz
Q8W1B2	30.0	30.0			PH/346/3469-4/AF-Q8W1B2-F1-model_v3.json.gz
Q94FT4	47.0	47.0			PH/346/3469-4/AF-Q94FT4-F1-model_v3.json.gz
Q9SQ68	30.0	30.0			PH/346/3469-4/AF-Q9SQ68-F1-model_v3.json.gz
Q2K0Q7	70.0	70.0			PH/347/347834-0/AF-Q2K0Q7-F1-model_v3.json.gz
Q2K340	30.0	30.0			PH/347/347834-0/AF-Q2K340-F1-model_v3.json.gz
Q2K340	25.0	25.0			PH/347/347834-0/AF-Q2K340-F1-model_v3.json.gz
Q8GTB6	50.0	50.0			PH/348/3483-7/AF-Q8GTB6-F1-model_v3.json.gz
B0ZB55	30.0	37.0			PH/348/3486-0/AF-B0ZB55-F1-model_v3.json.gz
B0ZB56	39.0	39.0			PH/348/3486-0/AF-B0ZB56-F1-model_v3.json.gz
A7LP30	30.0	30.0			PH/348/348688-0/AF-A7LP30-F1-model_v3.json.gz
A0A1U7EWW7	60.0	60.0	70.0	70.0	PH/348/348780-0/AF-A0A1U7EWW7-F1-model_v3.json.gz
A1IGV8	45.0	45.0			PH/349/349064-0/AF-A1IGV8-F1-model_v3.json.gz
A1IGV8	40.0	40.0			PH/349/349064-0/AF-A1IGV8-F1-model_v3.json.gz
B3XPZ2	70.0	70.0			PH/349/349123-0/AF-B3XPZ2-F1-model_v3.json.gz
B3XPZ3	70.0	70.0			PH/349/349123-0/AF-B3XPZ3-F1-model_v3.json.gz
B3XPZ4	70.0	70.0			PH/349/349123-0/AF-B3XPZ4-F1-model_v3.json.gz
A0B8F1	55.0	55.0			PH/349/349307-0/AF-A0B8F1-F1-model_v3.json.gz
B2UQR6	42.0	42.0	37.0	60.0	PH/349/349741-0/AF-B2UQR6-F1-model_v3.json.gz
A0A0U1QTI9	22.0	22.0			PH/349/349747-0/AF-A0A0U1QTI9-F1-model_v3.json.gz
A0A2Z4EVE5	37.0	37.0			PH/349/3498-0/AF-A0A2Z4EVE5-F1-model_v3.json.gz
Q2KTB5	30.0	30.0			PH/349/349857-0/AF-Q2KTB5-F1-model_v3.json.gz
C4S833	37.0	37.0			PH/349/349967-0/AF-C4S833-F1-model_v3.json.gz
A1T974	30.0	30.0			PH/350/350058-0/AF-A1T974-F1-model_v3.json.gz
A1T974	30.0	30.0			PH/350/350058-0/AF-A1T974-F1-model_v3.json.gz
A1TH50	60.0	60.0			PH/350/350058-0/AF-A1TH50-F1-model_v3.json.gz
A1TH50	30.0	30.0			PH/350/350058-0/AF-A1TH50-F1-model_v3.json.gz
B8BQQ3	25.0	25.0			PH/351/35128-0/AF-B8BQQ3-F1-model_v3.json.gz
B8C5X1	25.0	25.0			PH/351/35128-0/AF-B8C5X1-F1-model_v3.json.gz
B8CBW8	25.0	25.0			PH/351/35128-0/AF-B8CBW8-F1-model_v3.json.gz
A1U2T0	30.0	30.0			PH/351/351348-0/AF-A1U2T0-F1-model_v3.json.gz
A1U3L3	30.0	30.0			PH/351/351348-0/AF-A1U3L3-F1-model_v3.json.gz
A0LR95	70.0	70.0	50.0	80.0	PH/351/351607-0/AF-A0LR95-F1-model_v3.json.gz
A0LR95	70.0	70.0	40.0	85.0	PH/351/351607-0/AF-A0LR95-F1-model_v3.json.gz
A0LR95	70.0	70.0	50.0	80.0	PH/351/351607-0/AF-A0LR95-F1-model_v3.json.gz
A0LR95	70.0	70.0	40.0	85.0	PH/351/351607-0/AF-A0LR95-F1-model_v3.json.gz
A0LST6	25.0	25.0			PH/351/351607-0/AF-A0LST6-F1-model_v3.json.gz
A0LT86	75.0	75.0			PH/351/351607-0/AF-A0LT86-F1-model_v3.json.gz
A4XGA6	75.0	75.0	10.0	90.0	PH/351/351627-0/AF-A4XGA6-F1-model_v3.json.gz
A4XGA6	85.0	85.0	10.0	90.0	PH/351/351627-0/AF-A4XGA6-F1-model_v3.json.gz
A4XGA6	37.0	37.0	10.0	90.0	PH/351/351627-0/AF-A4XGA6-F1-model_v3.json.gz
A4XGA6	87.5	87.5	10.0	90.0	PH/351/351627-0/AF-A4XGA6-F1-model_v3.json.gz
A4XGA6	50.0	50.0	10.0	90.0	PH/351/351627-0/AF-A4XGA6-F1-model_v3.json.gz
A4XGA6	80.0	80.0	10.0	90.0	PH/351/351627-0/AF-A4XGA6-F1-model_v3.json.gz
A4XGP2	50.0	50.0			PH/351/351627-0/AF-A4XGP2-F1-model_v3.json.gz
A4XHV7	90.0	90.0			PH/351/351627-0/AF-A4XHV7-F1-model_v3.json.gz
A4XI97	80.0	80.0			PH/351/351627-0/AF-A4XI97-F1-model_v3.json.gz
A4XIF7	80.0	80.0			PH/351/351627-0/AF-A4XIF7-F1-model_v3.json.gz
A4XIF7	80.0	90.0			PH/351/351627-0/AF-A4XIF7-F1-model_v3.json.gz
A4XIG7	70.0	70.0			PH/351/351627-0/AF-A4XIG7-F1-model_v3.json.gz
A4XJ56	75.0	75.0			PH/351/351627-0/AF-A4XJ56-F1-model_v3.json.gz
A4XJR7	75.0	75.0	65.0	85.0	PH/351/351627-0/AF-A4XJR7-F1-model_v3.json.gz
A4XJR8	85.0	85.0	40.0	90.0	PH/351/351627-0/AF-A4XJR8-F1-model_v3.json.gz
A4XJR8	80.0	80.0	40.0	90.0	PH/351/351627-0/AF-A4XJR8-F1-model_v3.json.gz
A5W402	35.0	35.0	10.0	45.0	PH/351/351746-0/AF-A5W402-F1-model_v3.json.gz
Q304Q4	30.0	30.0			PH/352/352962-0/AF-Q304Q4-F1-model_v3.json.gz
Q304R0	30.0	30.0			PH/352/352962-0/AF-Q304R0-F1-model_v3.json.gz
A3FQA5	37.0	37.0			PH/353/353152-0/AF-A3FQA5-F1-model_v3.json.gz
Q5CSM7	22.0	22.0			PH/353/353152-0/AF-Q5CSM7-F1-model_v3.json.gz
Q5CXD0	23.0	23.0			PH/353/353152-0/AF-Q5CXD0-F1-model_v3.json.gz
Q5CYP8	22.0	22.0			PH/353/353152-0/AF-Q5CYP8-F1-model_v3.json.gz
Q4CRN8	37.0	37.0			PH/353/353153-0/AF-Q4CRN8-F1-model_v3.json.gz
Q4CVA1	37.0	37.0			PH/353/353153-0/AF-Q4CVA1-F1-model_v3.json.gz
Q4CW46	37.0	37.0			PH/353/353153-0/AF-Q4CW46-F1-model_v3.json.gz
Q4D0P4	37.0	37.0			PH/353/353153-0/AF-Q4D0P4-F1-model_v3.json.gz
Q4D159	37.0	37.0			PH/353/353153-0/AF-Q4D159-F1-model_v3.json.gz
Q4D159	37.0	37.0			PH/353/353153-0/AF-Q4D159-F1-model_v3.json.gz
Q4DA80	37.0	37.0			PH/353/353153-0/AF-Q4DA80-F1-model_v3.json.gz
Q4DGZ6	37.0	37.0			PH/353/353153-1/AF-Q4DGZ6-F1-model_v3.json.gz
Q4DJ45	37.0	37.0			PH/353/353153-1/AF-Q4DJ45-F1-model_v3.json.gz
Q4DLD9	37.0	37.0			PH/353/353153-1/AF-Q4DLD9-F1-model_v3.json.gz
Q4DMS3	28.0	28.0			PH/353/353153-1/AF-Q4DMS3-F1-model_v3.json.gz
Q4DPR9	37.0	37.0			PH/353/353153-1/AF-Q4DPR9-F1-model_v3.json.gz
Q4DSU6	37.0	37.0			PH/353/353153-1/AF-Q4DSU6-F1-model_v3.json.gz
Q4DZJ3	37.0	37.0			PH/353/353153-1/AF-Q4DZJ3-F1-model_v3.json.gz
Q4DZJ3	60.0	60.0			PH/353/353153-1/AF-Q4DZJ3-F1-model_v3.json.gz
Q4E256	35.0	35.0			PH/353/353153-1/AF-Q4E256-F1-model_v3.json.gz
Q868H8	37.0	37.0			PH/353/353153-1/AF-Q868H8-F1-model_v3.json.gz
Q9GT49	22.0	22.0			PH/353/353153-1/AF-Q9GT49-F1-model_v3.json.gz
A8C781	30.0	30.0			PH/354/354-0/AF-A8C781-F1-model_v3.json.gz
Q44493	37.0	37.0			PH/354/354-0/AF-Q44493-F1-model_v3.json.gz
Q44494	37.0	37.0			PH/354/354-0/AF-Q44494-F1-model_v3.json.gz
Q9ZFH0	37.0	37.0			PH/354/354-0/AF-Q9ZFH0-F1-model_v3.json.gz
O24047	50.0	50.0	30.0	58.0	PH/354/3544-0/AF-O24047-F1-model_v3.json.gz
O50660	30.0	30.0			PH/355/355-0/AF-O50660-F1-model_v3.json.gz
P15332	23.0	23.0	45.0	50.0	PH/355/355-0/AF-P15332-F1-model_v3.json.gz
P15333	23.0	23.0	45.0	50.0	PH/355/355-0/AF-P15333-F1-model_v3.json.gz
P15334	23.0	23.0	45.0	50.0	PH/355/355-0/AF-P15334-F1-model_v3.json.gz
A0A0A7CK57	25.0	25.0			PH/355/35525-0/AF-A0A0A7CK57-F1-model_v3.json.gz
Q42691	26.0	26.0			PH/356/3560-0/AF-Q42691-F1-model_v3.json.gz
A0A068L7N8	35.0	35.0			PH/356/35608-0/AF-A0A068L7N8-F1-model_v3.json.gz
A0A068L7N8	35.0	35.0			PH/356/35608-0/AF-A0A068L7N8-F1-model_v3.json.gz
A0A068L889	40.0	40.0	25.0	45.0	PH/356/35608-0/AF-A0A068L889-F1-model_v3.json.gz
A0A068L9J0	35.0	35.0			PH/356/35608-0/AF-A0A068L9J0-F1-model_v3.json.gz
A0A191ZDL6	33.0	33.0			PH/356/35608-0/AF-A0A191ZDL6-F1-model_v3.json.gz
C0LNV1	45.0	45.0	30.0	50.0	PH/356/35608-6/AF-C0LNV1-F1-model_v3.json.gz
Q1PDD2	30.0	30.0			PH/356/35608-6/AF-Q1PDD2-F1-model_v3.json.gz
Q8SA63	30.0	30.0			PH/356/35608-6/AF-Q8SA63-F1-model_v3.json.gz
Q9AR04	30.0	30.0			PH/356/35608-6/AF-Q9AR04-F1-model_v3.json.gz
Q9LLR9	25.0	25.0			PH/356/35608-6/AF-Q9LLR9-F1-model_v3.json.gz
Q9LLR9	22.0	22.0			PH/356/35608-6/AF-Q9LLR9-F1-model_v3.json.gz
O64983	25.0	25.0			PH/356/3562-2/AF-O64983-F1-model_v3.json.gz
P16016	65.0	75.0			PH/356/3562-2/AF-P16016-F1-model_v3.json.gz
Q07510	30.0	30.0			PH/356/3562-2/AF-Q07510-F1-model_v3.json.gz
Q41376	30.0	30.0			PH/356/3562-2/AF-Q41376-F1-model_v3.json.gz
Q6BDJ2	40.0	40.0			PH/356/3562-2/AF-Q6BDJ2-F1-model_v3.json.gz
Q9SM43	22.0	22.0			PH/356/3562-2/AF-Q9SM43-F1-model_v3.json.gz
A0A1S6XWY4	35.0	35.0	20.0	50.0	PH/356/35621-0/AF-A0A1S6XWY4-F1-model_v3.json.gz
C9K2Z6	50.0	50.0			PH/356/35621-0/AF-C9K2Z6-F1-model_v3.json.gz
P81453	50.0	50.0	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	50.0	50.0	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	37.0	37.0	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	37.0	37.0	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	48.0	48.0	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	48.0	48.0	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	25.0	37.0	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	25.0	37.0	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	50.9	50.9	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	50.9	50.9	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	40.0	40.0	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	40.0	40.0	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	45.4	45.4	20.0	60.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
P81453	45.4	45.4	20.0	70.0	PH/356/35621-0/AF-P81453-F1-model_v3.json.gz
Q0R3W5	37.0	37.0			PH/356/35621-0/AF-Q0R3W5-F1-model_v3.json.gz
P51104	30.0	30.0			PH/357/3570-0/AF-P51104-F1-model_v3.json.gz
Q003Y3	55.0	55.0			PH/357/35703-2/AF-Q003Y3-F1-model_v3.json.gz
A3NS93	37.0	37.0			PH/357/357348-0/AF-A3NS93-F1-model_v3.json.gz
A1SUU0	20.0	20.0			PH/357/357804-0/AF-A1SUU0-F1-model_v3.json.gz
A9KJS6	40.0	40.0			PH/357/357809-0/AF-A9KJS6-F1-model_v3.json.gz
A9KM56	30.0	30.0			PH/357/357809-0/AF-A9KM56-F1-model_v3.json.gz
A9KT32	40.0	40.0			PH/357/357809-0/AF-A9KT32-F1-model_v3.json.gz
E2RV69	37.0	37.0			PH/358/358-9/AF-E2RV69-F1-model_v3.json.gz
E2RV69	22.0	37.0			PH/358/358-9/AF-E2RV69-F1-model_v3.json.gz
P39669	37.0	37.0			PH/358/358-9/AF-P39669-F1-model_v3.json.gz
Q5QKF8	37.0	37.0			PH/358/358-9/AF-Q5QKF8-F1-model_v3.json.gz
Q60FX6	60.0	60.0			PH/358/358-9/AF-Q60FX6-F1-model_v3.json.gz
Q93LD7	37.0	37.0			PH/358/358-9/AF-Q93LD7-F1-model_v3.json.gz
W8E0Y0	30.0	30.0			PH/358/358-9/AF-W8E0Y0-F1-model_v3.json.gz
Q9AIK2	50.0	55.0			PH/358/35833-0/AF-Q9AIK2-F1-model_v3.json.gz
Q9AIK2	55.0	60.0			PH/358/35833-0/AF-Q9AIK2-F1-model_v3.json.gz
Q9APM5	35.0	35.0	20.0	40.0	PH/358/35833-0/AF-Q9APM5-F1-model_v3.json.gz
A0A169PW02	45.0	45.0			PH/358/358574-0/AF-A0A169PW02-F1-model_v3.json.gz
A0A1E1FFN6	75.0	75.0			PH/358/358574-0/AF-A0A1E1FFN6-F1-model_v3.json.gz
A0A290U7B6	18.0	18.0	5.0	45.0	PH/358/358574-0/AF-A0A290U7B6-F1-model_v3.json.gz
A0A290U7B6	18.0	18.0	8.0	40.0	PH/358/358574-0/AF-A0A290U7B6-F1-model_v3.json.gz
A7LI67	75.0	75.0	30.0	90.0	PH/358/358574-0/AF-A7LI67-F1-model_v3.json.gz
E2DQY5	50.0	50.0	35.0	75.0	PH/358/358574-0/AF-E2DQY5-F1-model_v3.json.gz
E2DQY5	65.0	65.0	35.0	75.0	PH/358/358574-0/AF-E2DQY5-F1-model_v3.json.gz
X5CIW4	50.0	50.0			PH/358/358574-1/AF-X5CIW4-F1-model_v3.json.gz
Q0PY32	30.0	30.0	20.0	35.0	PH/358/35883-0/AF-Q0PY32-F1-model_v3.json.gz
Q767R1	30.0	30.0			PH/358/35883-0/AF-Q767R1-F1-model_v3.json.gz
A0A0G3BIB7	30.0	30.0			PH/359/35924-0/AF-A0A0G3BIB7-F1-model_v3.json.gz
A0A0G3BIB7	30.0	30.0			PH/359/35924-0/AF-A0A0G3BIB7-F1-model_v3.json.gz
A0A067XSJ2	37.0	37.0			PH/359/35925-0/AF-A0A067XSJ2-F1-model_v3.json.gz
G5DAC6	37.0	37.0			PH/359/35925-0/AF-G5DAC6-F1-model_v3.json.gz
G5DAC7	37.0	37.0			PH/359/35925-0/AF-G5DAC7-F1-model_v3.json.gz
G5DAC8	37.0	37.0			PH/359/35925-0/AF-G5DAC8-F1-model_v3.json.gz
G5DAC9	37.0	37.0			PH/359/35925-0/AF-G5DAC9-F1-model_v3.json.gz
A0A0M4J2R3	30.0	30.0			PH/359/35933-0/AF-A0A0M4J2R3-F1-model_v3.json.gz
L7T720	25.0	25.0			PH/359/35933-0/AF-L7T720-F1-model_v3.json.gz
A9X3M0	35.0	35.0			PH/359/359378-0/AF-A9X3M0-F1-model_v3.json.gz
Q2YIQ6	30.0	30.0			PH/359/359391-0/AF-Q2YIQ6-F1-model_v3.json.gz
Q2YPV0	37.0	37.0			PH/359/359391-0/AF-Q2YPV0-F1-model_v3.json.gz
Q2YS20	37.0	37.0			PH/359/359391-0/AF-Q2YS20-F1-model_v3.json.gz
P49244	30.0	30.0			PH/359/35942-0/AF-P49244-F1-model_v3.json.gz
P49245	30.0	30.0			PH/359/35942-0/AF-P49245-F1-model_v3.json.gz
A0A0A0RDZ8	30.0	30.0			PH/359/35974-0/AF-A0A0A0RDZ8-F1-model_v3.json.gz
E3W202	25.0	25.0			PH/359/35974-0/AF-E3W202-F1-model_v3.json.gz
E3W202	25.0	25.0			PH/359/35974-0/AF-E3W202-F1-model_v3.json.gz
E3W202	37.0	37.0			PH/359/35974-0/AF-E3W202-F1-model_v3.json.gz
E3W202	25.0	25.0			PH/359/35974-0/AF-E3W202-F1-model_v3.json.gz
A0A0M4S9Q1	25.0	25.0			PH/360/360105-0/AF-A0A0M4S9Q1-F1-model_v3.json.gz
A7GXH2	37.0	37.0			PH/360/360105-0/AF-A7GXH2-F1-model_v3.json.gz
A7GXH2	37.0	37.0			PH/360/360105-0/AF-A7GXH2-F1-model_v3.json.gz
C4B6T1	50.0	50.0			PH/360/36022-0/AF-C4B6T1-F1-model_v3.json.gz
E1CJT1	50.0	50.0			PH/360/36022-0/AF-E1CJT1-F1-model_v3.json.gz
A0A0H4SN47	30.0	35.0			PH/360/36023-0/AF-A0A0H4SN47-F1-model_v3.json.gz
R4WHQ8	50.0	50.0			PH/360/36026-0/AF-R4WHQ8-F1-model_v3.json.gz
B5G555	55.0	55.0	30.0	75.0	PH/360/36071-0/AF-B5G555-F1-model_v3.json.gz
A6XP72	30.0	30.0			PH/360/36080-0/AF-A6XP72-F1-model_v3.json.gz
U5HT00	60.0	60.0			PH/360/36080-0/AF-U5HT00-F1-model_v3.json.gz
C4L2T5	40.0	40.0			PH/360/360911-0/AF-C4L2T5-F1-model_v3.json.gz
C4L2T5	45.0	45.0			PH/360/360911-0/AF-C4L2T5-F1-model_v3.json.gz
C4L2T5	35.0	35.0			PH/360/360911-0/AF-C4L2T5-F1-model_v3.json.gz
Q6F3I3	37.0	37.0			PH/360/36095-0/AF-Q6F3I3-F1-model_v3.json.gz
G9FKH7	45.0	45.0	15.0	70.0	PH/361/361522-0/AF-G9FKH7-F1-model_v3.json.gz
